listing_id,brand,category,gender,gender_source,gender_conflict_flag,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,listing_lifecycle_action,age_policy_override_applied,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,final_quality_score_0_100,final_listing_decision,decision_label,effective_listing_decision,effective_decision_label,final_reviewer_note,listing_parent_id,gender_variant_type,gender_policy_override_applied,gender_policy_reason
L0293__G_MEN,GAP,Jeans,Men,user_selected,0,Denim,L,Used,3,8,3,0,active_current_cycle,0,8200,500,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,L0293,explicit_men_allowed,0,allowed_gender_selection
L0294,Nike,Activewear,Unisex,category_derived,0,Polyester,M,New,1,3,1,0,active_current_cycle,0,10000,1200,Tier 4,20.0,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0294,base,0,allowed_gender_selection
L0294__G_WOMEN,Nike,Activewear,Women,user_selected,0,Polyester,M,New,1,3,1,0,active_current_cycle,0,10000,1200,Tier 4,20.0,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0294,explicit_women_allowed,0,allowed_gender_selection
L0294__G_MEN,Nike,Activewear,Men,user_selected,0,Polyester,M,New,1,3,1,0,active_current_cycle,0,10000,1200,Tier 4,20.0,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0294,explicit_men_allowed,0,allowed_gender_selection
L0295,Tommy Hilfiger,Shirt,Unisex,category_derived,0,Cotton,L,Like New,2,6,2,0,active_current_cycle,0,9500,800,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0295,base,0,allowed_gender_selection
L0295__G_WOMEN,Tommy Hilfiger,Shirt,Women,user_selected,0,Cotton,L,Like New,2,6,2,0,active_current_cycle,0,9500,800,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0295,explicit_women_allowed,0,allowed_gender_selection
L0295__G_MEN,Tommy Hilfiger,Shirt,Men,user_selected,0,Cotton,L,Like New,2,6,2,0,active_current_cycle,0,9500,800,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0295,explicit_men_allowed,0,allowed_gender_selection
L0296,Raw Mango,Saree,Women,category_derived,0,Silk,M,Like New,2,5,2,0,active_current_cycle,0,20000,2500,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0296,base,0,allowed_gender_selection
L0296__G_MEN,Raw Mango,Saree,Men,user_selected,1,Silk,M,Like New,2,5,2,0,active_current_cycle,0,20000,2500,Tier 5,0.0,8,4,0,12,88,Approve,0,Review,1,Condition penalty -8; Age penalty -4,L0296,explicit_men_conflict,1,gender_category_conflict_review
L0297,Anita Dongre,Lehenga,Women,category_derived,0,Silk,S,New,1,2,1,0,active_current_cycle,0,23000,3500,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0297,base,0,allowed_gender_selection
L0297__G_MEN,Anita Dongre,Lehenga,Men,user_selected,1,Silk,S,New,1,2,1,0,active_current_cycle,0,23000,3500,Tier 5,0.0,0,0,0,0,100,Approve,0,Review,1,Within expected quality and pricing tolerance,L0297,explicit_men_conflict,1,gender_category_conflict_review
L0298,Sabyasachi,Saree,Women,category_derived,0,Silk,L,Used,3,11,4,1,needs_reapproval_or_removal,1,27000,2000,Tier 5,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0298,base,0,allowed_gender_selection
L0298__G_MEN,Sabyasachi,Saree,Men,user_selected,1,Silk,L,Used,3,11,4,1,needs_reapproval_or_removal,1,27000,2000,Tier 5,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0298,explicit_men_conflict,1,gender_category_conflict_review
L0299,Gucci,Jacket,Unisex,category_derived,0,Leather,M,Like New,2,6,2,0,active_current_cycle,0,32000,4000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0299,base,0,allowed_gender_selection
L0299__G_WOMEN,Gucci,Jacket,Women,user_selected,0,Leather,M,Like New,2,6,2,0,active_current_cycle,0,32000,4000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0299,explicit_women_allowed,0,allowed_gender_selection
L0299__G_MEN,Gucci,Jacket,Men,user_selected,0,Leather,M,Like New,2,6,2,0,active_current_cycle,0,32000,4000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0299,explicit_men_allowed,0,allowed_gender_selection
L0300,Prada,Dress,Women,category_derived,0,Silk,S,New,1,1,1,0,active_current_cycle,0,29000,4500,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0300,base,0,allowed_gender_selection
L0300__G_MEN,Prada,Dress,Men,user_selected,1,Silk,S,New,1,1,1,0,active_current_cycle,0,29000,4500,Tier 5,0.0,0,0,0,0,100,Approve,0,Review,1,Within expected quality and pricing tolerance,L0300,explicit_men_conflict,1,gender_category_conflict_review
L0301,Easybuy,Top,Women,category_derived,0,Cotton,S,Like New,2,4,2,0,active_current_cycle,0,1300,80,Tier 2,14.2857,8,4,12,24,76,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -12,L0301,base,0,allowed_gender_selection
L0301__G_MEN,Easybuy,Top,Men,user_selected,1,Cotton,S,Like New,2,4,2,0,active_current_cycle,0,1300,80,Tier 2,14.2857,8,4,12,24,76,Approve,0,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -12,L0301,explicit_men_conflict,1,gender_category_conflict_review
L0302,Vishal Mega Mart,Shirt,Unisex,category_derived,0,Polyester,M,Used,3,10,4,1,needs_reapproval_or_removal,1,1500,60,Tier 2,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0302,base,0,allowed_gender_selection
L0302__G_WOMEN,Vishal Mega Mart,Shirt,Women,user_selected,0,Polyester,M,Used,3,10,4,1,needs_reapproval_or_removal,1,1500,60,Tier 2,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0302,explicit_women_allowed,0,allowed_gender_selection
L0302__G_MEN,Vishal Mega Mart,Shirt,Men,user_selected,0,Polyester,M,Used,3,10,4,1,needs_reapproval_or_removal,1,1500,60,Tier 2,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0302,explicit_men_allowed,0,allowed_gender_selection
L0303,Rangriti,Kurta,Unisex,category_derived,0,Cotton,M,New,1,2,1,0,active_current_cycle,0,1600,110,Tier 2,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0303,base,0,allowed_gender_selection
L0303__G_WOMEN,Rangriti,Kurta,Women,user_selected,0,Cotton,M,New,1,2,1,0,active_current_cycle,0,1600,110,Tier 2,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0303,explicit_women_allowed,0,allowed_gender_selection
L0303__G_MEN,Rangriti,Kurta,Men,user_selected,0,Cotton,M,New,1,2,1,0,active_current_cycle,0,1600,110,Tier 2,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0303,explicit_men_allowed,0,allowed_gender_selection
L0304,Style Bazaar,Top,Women,category_derived,0,Cotton,L,Like New,2,6,2,0,active_current_cycle,0,1200,70,Tier 1,16.6667,8,4,12,24,76,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -12,L0304,base,0,allowed_gender_selection
L0304__G_MEN,Style Bazaar,Top,Men,user_selected,1,Cotton,L,Like New,2,6,2,0,active_current_cycle,0,1200,70,Tier 1,16.6667,8,4,12,24,76,Approve,0,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -12,L0304,explicit_men_conflict,1,gender_category_conflict_review
L0305,Zudio,Shirt,Unisex,category_derived,0,Polyester,M,Used,3,9,3,0,active_current_cycle,0,1400,60,Tier 2,20.0,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12,L0305,base,0,allowed_gender_selection
L0305__G_WOMEN,Zudio,Shirt,Women,user_selected,0,Polyester,M,Used,3,9,3,0,active_current_cycle,0,1400,60,Tier 2,20.0,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12,L0305,explicit_women_allowed,0,allowed_gender_selection
L0305__G_MEN,Zudio,Shirt,Men,user_selected,0,Polyester,M,Used,3,9,3,0,active_current_cycle,0,1400,60,Tier 2,20.0,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12,L0305,explicit_men_allowed,0,allowed_gender_selection
L0306,Soch,Saree,Women,category_derived,0,Silk,L,Like New,2,5,2,0,active_current_cycle,0,3500,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0306,base,0,allowed_gender_selection
L0306__G_MEN,Soch,Saree,Men,user_selected,1,Silk,L,Like New,2,5,2,0,active_current_cycle,0,3500,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Review,1,Condition penalty -8; Age penalty -4,L0306,explicit_men_conflict,1,gender_category_conflict_review
L0307,Aurelia,Kurta,Unisex,category_derived,0,Cotton,S,Used,3,11,4,1,needs_reapproval_or_removal,0,3000,150,Tier 3,15.3846,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12,L0307,base,0,allowed_gender_selection
L0307__G_WOMEN,Aurelia,Kurta,Women,user_selected,0,Cotton,S,Used,3,11,4,1,needs_reapproval_or_removal,0,3000,150,Tier 3,15.3846,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12,L0307,explicit_women_allowed,0,allowed_gender_selection
L0307__G_MEN,Aurelia,Kurta,Men,user_selected,0,Cotton,S,Used,3,11,4,1,needs_reapproval_or_removal,0,3000,150,Tier 3,15.3846,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12,L0307,explicit_men_allowed,0,allowed_gender_selection
L0308,Libas,Dress,Women,category_derived,0,Linen,M,New,1,3,1,0,active_current_cycle,0,3200,300,Tier 3,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0308,base,0,allowed_gender_selection
L0308__G_MEN,Libas,Dress,Men,user_selected,1,Linen,M,New,1,3,1,0,active_current_cycle,0,3200,300,Tier 3,0.0,0,0,0,0,100,Approve,0,Review,1,Within expected quality and pricing tolerance,L0308,explicit_men_conflict,1,gender_category_conflict_review
L0309,Max Fashion,Jeans,Unisex,category_derived,0,Denim,L,Like New,2,7,3,0,active_current_cycle,0,2600,150,Tier 3,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,L0309,base,0,allowed_gender_selection
L0309__G_WOMEN,Max Fashion,Jeans,Women,user_selected,0,Denim,L,Like New,2,7,3,0,active_current_cycle,0,2600,150,Tier 3,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,L0309,explicit_women_allowed,0,allowed_gender_selection
L0309__G_MEN,Max Fashion,Jeans,Men,user_selected,0,Denim,L,Like New,2,7,3,0,active_current_cycle,0,2600,150,Tier 3,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,L0309,explicit_men_allowed,0,allowed_gender_selection
L0310,Reliance Trends,Top,Women,category_derived,0,Cotton,M,Used,3,8,3,0,active_current_cycle,0,2400,100,Tier 2,11.1111,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12,L0310,base,0,allowed_gender_selection
L0310__G_MEN,Reliance Trends,Top,Men,user_selected,1,Cotton,M,Used,3,8,3,0,active_current_cycle,0,2400,100,Tier 2,11.1111,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12,L0310,explicit_men_conflict,1,gender_category_conflict_review
L0311,Pantaloons,Shirt,Unisex,category_derived,0,Cotton,M,New,1,2,1,0,active_current_cycle,0,4000,400,Tier 3,14.2857,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0311,base,0,allowed_gender_selection
L0311__G_WOMEN,Pantaloons,Shirt,Women,user_selected,0,Cotton,M,New,1,2,1,0,active_current_cycle,0,4000,400,Tier 3,14.2857,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0311,explicit_women_allowed,0,allowed_gender_selection
L0311__G_MEN,Pantaloons,Shirt,Men,user_selected,0,Cotton,M,New,1,2,1,0,active_current_cycle,0,4000,400,Tier 3,14.2857,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0311,explicit_men_allowed,0,allowed_gender_selection
L0312,Roadster,Jeans,Unisex,category_derived,0,Denim,S,Like New,2,6,2,0,active_current_cycle,0,4500,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0312,base,0,allowed_gender_selection
L0312__G_WOMEN,Roadster,Jeans,Women,user_selected,0,Denim,S,Like New,2,6,2,0,active_current_cycle,0,4500,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0312,explicit_women_allowed,0,allowed_gender_selection
L0312__G_MEN,Roadster,Jeans,Men,user_selected,0,Denim,S,Like New,2,6,2,0,active_current_cycle,0,4500,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0312,explicit_men_allowed,0,allowed_gender_selection
L0313,HRX,Activewear,Unisex,category_derived,0,Polyester,M,Used,3,10,4,1,needs_reapproval_or_removal,1,5200,250,Tier 4,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0313,base,0,allowed_gender_selection
L0313__G_WOMEN,HRX,Activewear,Women,user_selected,0,Polyester,M,Used,3,10,4,1,needs_reapproval_or_removal,1,5200,250,Tier 4,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0313,explicit_women_allowed,0,allowed_gender_selection
L0313__G_MEN,HRX,Activewear,Men,user_selected,0,Polyester,M,Used,3,10,4,1,needs_reapproval_or_removal,1,5200,250,Tier 4,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0313,explicit_men_allowed,0,allowed_gender_selection
L0314,Flying Machine,Jeans,Unisex,category_derived,0,Denim,L,Like New,2,5,2,0,active_current_cycle,0,4800,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0314,base,0,allowed_gender_selection
L0314__G_WOMEN,Flying Machine,Jeans,Women,user_selected,0,Denim,L,Like New,2,5,2,0,active_current_cycle,0,4800,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0314,explicit_women_allowed,0,allowed_gender_selection
L0314__G_MEN,Flying Machine,Jeans,Men,user_selected,0,Denim,L,Like New,2,5,2,0,active_current_cycle,0,4800,300,Tier 3,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0314,explicit_men_allowed,0,allowed_gender_selection
L0315,Mufti,Shirt,Unisex,category_derived,0,Cotton,M,New,1,1,1,0,active_current_cycle,0,5000,500,Tier 3,11.1111,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0315,base,0,allowed_gender_selection
L0315__G_WOMEN,Mufti,Shirt,Women,user_selected,0,Cotton,M,New,1,1,1,0,active_current_cycle,0,5000,500,Tier 3,11.1111,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0315,explicit_women_allowed,0,allowed_gender_selection
L0315__G_MEN,Mufti,Shirt,Men,user_selected,0,Cotton,M,New,1,1,1,0,active_current_cycle,0,5000,500,Tier 3,11.1111,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,L0315,explicit_men_allowed,0,allowed_gender_selection
L0316,Fabindia,Kurta,Unisex,category_derived,0,Linen,S,Used,3,9,3,0,active_current_cycle,0,8200,500,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,L0316,base,0,allowed_gender_selection
L0316__G_WOMEN,Fabindia,Kurta,Women,user_selected,0,Linen,S,Used,3,9,3,0,active_current_cycle,0,8200,500,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,L0316,explicit_women_allowed,0,allowed_gender_selection
L0316__G_MEN,Fabindia,Kurta,Men,user_selected,0,Linen,S,Used,3,9,3,0,active_current_cycle,0,8200,500,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,L0316,explicit_men_allowed,0,allowed_gender_selection
L0317,Mango,Dress,Women,category_derived,0,Linen,M,Like New,2,6,2,0,active_current_cycle,0,9500,900,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0317,base,0,allowed_gender_selection
L0317__G_MEN,Mango,Dress,Men,user_selected,1,Linen,M,Like New,2,6,2,0,active_current_cycle,0,9500,900,Tier 4,0.0,8,4,0,12,88,Approve,0,Review,1,Condition penalty -8; Age penalty -4,L0317,explicit_men_conflict,1,gender_category_conflict_review
L0318,Adidas,Jacket,Unisex,category_derived,0,Polyester,L,New,1,2,1,0,active_current_cycle,0,11000,1300,Tier 4,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0318,base,0,allowed_gender_selection
L0318__G_WOMEN,Adidas,Jacket,Women,user_selected,0,Polyester,L,New,1,2,1,0,active_current_cycle,0,11000,1300,Tier 4,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0318,explicit_women_allowed,0,allowed_gender_selection
L0318__G_MEN,Adidas,Jacket,Men,user_selected,0,Polyester,L,New,1,2,1,0,active_current_cycle,0,11000,1300,Tier 4,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0318,explicit_men_allowed,0,allowed_gender_selection
L0319,Calvin Klein,Jacket,Unisex,category_derived,0,Leather,M,Like New,2,5,2,0,active_current_cycle,0,12000,1500,Tier 4,25.0,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20,L0319,base,0,allowed_gender_selection
L0319__G_WOMEN,Calvin Klein,Jacket,Women,user_selected,0,Leather,M,Like New,2,5,2,0,active_current_cycle,0,12000,1500,Tier 4,25.0,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20,L0319,explicit_women_allowed,0,allowed_gender_selection
L0319__G_MEN,Calvin Klein,Jacket,Men,user_selected,0,Leather,M,Like New,2,5,2,0,active_current_cycle,0,12000,1500,Tier 4,25.0,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20,L0319,explicit_men_allowed,0,allowed_gender_selection
L0320,Diesel,Jeans,Unisex,category_derived,0,Denim,S,Used,3,11,4,1,needs_reapproval_or_removal,0,11500,700,Tier 4,16.6667,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12,L0320,base,0,allowed_gender_selection
L0320__G_WOMEN,Diesel,Jeans,Women,user_selected,0,Denim,S,Used,3,11,4,1,needs_reapproval_or_removal,0,11500,700,Tier 4,16.6667,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12,L0320,explicit_women_allowed,0,allowed_gender_selection
L0320__G_MEN,Diesel,Jeans,Men,user_selected,0,Denim,S,Used,3,11,4,1,needs_reapproval_or_removal,0,11500,700,Tier 4,16.6667,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12,L0320,explicit_men_allowed,0,allowed_gender_selection
L0321,Raw Mango,Saree,Women,category_derived,0,Silk,L,New,1,3,1,0,active_current_cycle,0,21000,3200,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0321,base,0,allowed_gender_selection
L0321__G_MEN,Raw Mango,Saree,Men,user_selected,1,Silk,L,New,1,3,1,0,active_current_cycle,0,21000,3200,Tier 5,0.0,0,0,0,0,100,Approve,0,Review,1,Within expected quality and pricing tolerance,L0321,explicit_men_conflict,1,gender_category_conflict_review
L0322,Tarun Tahiliani,Lehenga,Women,category_derived,0,Silk,M,Like New,2,6,2,0,active_current_cycle,0,28000,3000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0322,base,0,allowed_gender_selection
L0322__G_MEN,Tarun Tahiliani,Lehenga,Men,user_selected,1,Silk,M,Like New,2,6,2,0,active_current_cycle,0,28000,3000,Tier 5,0.0,8,4,0,12,88,Approve,0,Review,1,Condition penalty -8; Age penalty -4,L0322,explicit_men_conflict,1,gender_category_conflict_review
L0323,Rohit Bal,Ethnic Wear,Unisex,category_derived,0,Silk,S,Used,3,12,4,1,needs_reapproval_or_removal,1,25000,2000,Tier 5,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0323,base,0,allowed_gender_selection
L0323__G_WOMEN,Rohit Bal,Ethnic Wear,Women,user_selected,0,Silk,S,Used,3,12,4,1,needs_reapproval_or_removal,1,25000,2000,Tier 5,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0323,explicit_women_allowed,0,allowed_gender_selection
L0323__G_MEN,Rohit Bal,Ethnic Wear,Men,user_selected,0,Silk,S,Used,3,12,4,1,needs_reapproval_or_removal,1,25000,2000,Tier 5,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,L0323,explicit_men_allowed,0,allowed_gender_selection
L0324,Louis Vuitton,Jacket,Unisex,category_derived,0,Leather,L,Like New,2,5,2,0,active_current_cycle,0,33000,4000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0324,base,0,allowed_gender_selection
L0324__G_WOMEN,Louis Vuitton,Jacket,Women,user_selected,0,Leather,L,Like New,2,5,2,0,active_current_cycle,0,33000,4000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0324,explicit_women_allowed,0,allowed_gender_selection
L0324__G_MEN,Louis Vuitton,Jacket,Men,user_selected,0,Leather,L,Like New,2,5,2,0,active_current_cycle,0,33000,4000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0324,explicit_men_allowed,0,allowed_gender_selection
L0325,Versace,Dress,Women,category_derived,0,Silk,M,New,1,2,1,0,active_current_cycle,0,30000,4500,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0325,base,0,allowed_gender_selection
L0325__G_MEN,Versace,Dress,Men,user_selected,1,Silk,M,New,1,2,1,0,active_current_cycle,0,30000,4500,Tier 5,0.0,0,0,0,0,100,Approve,0,Review,1,Within expected quality and pricing tolerance,L0325,explicit_men_conflict,1,gender_category_conflict_review
L0326,Zudio,Top,Women,category_derived,0,Cotton,L,Like New,2,5,2,0,active_current_cycle,0,1100,70,Tier 1,40.0,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30,L0326,base,0,allowed_gender_selection
L0326__G_MEN,Zudio,Top,Men,user_selected,1,Cotton,L,Like New,2,5,2,0,active_current_cycle,0,1100,70,Tier 1,40.0,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30,L0326,explicit_men_conflict,1,gender_category_conflict_review
L0327,Easybuy,Jeans,Unisex,category_derived,0,Denim,M,Used,3,8,3,0,active_current_cycle,0,1500,50,Tier 2,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,L0327,base,0,allowed_gender_selection
L0327__G_WOMEN,Easybuy,Jeans,Women,user_selected,0,Denim,M,Used,3,8,3,0,active_current_cycle,0,1500,50,Tier 2,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,L0327,explicit_women_allowed,0,allowed_gender_selection
L0327__G_MEN,Easybuy,Jeans,Men,user_selected,0,Denim,M,Used,3,8,3,0,active_current_cycle,0,1500,50,Tier 2,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,L0327,explicit_men_allowed,0,allowed_gender_selection
L0328,Vishal Mega Mart,Shirt,Unisex,category_derived,0,Polyester,S,New,1,2,1,0,active_current_cycle,0,1300,90,Tier 2,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0328,base,0,allowed_gender_selection
L0328__G_WOMEN,Vishal Mega Mart,Shirt,Women,user_selected,0,Polyester,S,New,1,2,1,0,active_current_cycle,0,1300,90,Tier 2,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0328,explicit_women_allowed,0,allowed_gender_selection
L0328__G_MEN,Vishal Mega Mart,Shirt,Men,user_selected,0,Polyester,S,New,1,2,1,0,active_current_cycle,0,1300,90,Tier 2,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0328,explicit_men_allowed,0,allowed_gender_selection
L0329,Rangriti,Kurta,Unisex,category_derived,0,Cotton,M,Like New,2,6,2,0,active_current_cycle,0,1700,100,Tier 2,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0329,base,0,allowed_gender_selection
L0329__G_WOMEN,Rangriti,Kurta,Women,user_selected,0,Cotton,M,Like New,2,6,2,0,active_current_cycle,0,1700,100,Tier 2,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0329,explicit_women_allowed,0,allowed_gender_selection
L0329__G_MEN,Rangriti,Kurta,Men,user_selected,0,Cotton,M,Like New,2,6,2,0,active_current_cycle,0,1700,100,Tier 2,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0329,explicit_men_allowed,0,allowed_gender_selection
L0330,Style Bazaar,Top,Women,category_derived,0,Cotton,M,Used,3,9,3,0,active_current_cycle,0,1200,60,Tier 1,50.0,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30,L0330,base,0,allowed_gender_selection
L0330__G_MEN,Style Bazaar,Top,Men,user_selected,1,Cotton,M,Used,3,9,3,0,active_current_cycle,0,1200,60,Tier 1,50.0,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30,L0330,explicit_men_conflict,1,gender_category_conflict_review
L0331,Soch,Ethnic Wear,Unisex,category_derived,0,Silk,M,New,1,3,1,0,active_current_cycle,0,3800,400,Tier 3,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0331,base,0,allowed_gender_selection
L0331__G_WOMEN,Soch,Ethnic Wear,Women,user_selected,0,Silk,M,New,1,3,1,0,active_current_cycle,0,3800,400,Tier 3,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0331,explicit_women_allowed,0,allowed_gender_selection
L0331__G_MEN,Soch,Ethnic Wear,Men,user_selected,0,Silk,M,New,1,3,1,0,active_current_cycle,0,3800,400,Tier 3,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0331,explicit_men_allowed,0,allowed_gender_selection
