listing_id,source_listing_id,data_source,brand,category,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,rule_quality_score,rule_decision,auto_suggested_quality_score_0_100,auto_suggested_listing_decision,age_policy_applied_to_suggestion,high_deviation_flag,used_flag,premium_tier_flag,borderline_flag,priority_score,selection_reason,review_batch,review_status,reviewer_name,review_date,final_quality_score_0_100,final_listing_decision,final_reviewer_note,label_source
L1109,L0302,synthetic,Vishal Mega Mart,Shirt,Polyester,M,Used,3,12,4,1,1637,59,Tier 2,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1112,L0307,synthetic,Aurelia,Kurta,Cotton,S,Used,3,14,4,1,2641,156,Tier 3,30,18,16,20,54,46,Review,46,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,46,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L1114,L0339,synthetic,Flying Machine,Jeans,Denim,XL,Like New,2,11,4,1,5334,417,Tier 4,19.1429,8,12,12,32,68,Review,68,Review,0,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,68,Review,Condition penalty -8; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1127,L0120,synthetic,Vishal Mega Mart,Shirt,Cotton,L,Used,3,10,4,1,450,8,Tier 1,20,18,12,12,42,58,Review,58,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1131,L0069,synthetic,Indya,Jacket,Denim,M,Used,3,13,4,1,1471,50,Tier 2,0,18,16,0,34,66,Review,66,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L1148,L0332,synthetic,Aurelia,Dress,Linen,L,Used,3,6,2,0,3083,91,Tier 3,39.3333,18,4,30,52,48,Review,48,Review,0,1,1,0,1,7,high_deviation_over_35|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,48,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -30,human_reviewed
L1149,L0238,synthetic,Nicobar,Kurta,Linen,L,Used,3,6,2,0,7439,2679,Tier 4,387.0909,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L1152,L0029,synthetic,Zara,Jacket,Denim,M,Used,3,11,4,1,4339,259,Tier 3,29.5,18,12,20,50,50,Review,50,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L1164,L0148,synthetic,Meena Bazaar,Lehenga,Silk,S,New,1,2,1,0,12437,4478,Tier 4,179.875,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L1167,L0084,synthetic,Style Bazaar,Top,Polyester,XL,Used,3,6,2,0,300,6,Tier 1,40,18,4,30,52,48,Review,48,Review,0,1,1,0,1,7,high_deviation_over_35|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,48,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -30,human_reviewed
L1174,L0204,synthetic,Vishal Mega Mart,Jeans,Denim,S,Used,3,12,4,1,1379,40,Tier 2,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1175,L0180,synthetic,Louis Vuitton,Jacket,Leather,M,Like New,2,11,4,1,135548,17525,Tier 5,32.7652,8,12,20,40,60,Review,60,Review,0,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,60,Review,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L1184,L0244,synthetic,Nike,Activewear,Polyester,L,Used,3,9,3,0,10353,1087,Tier 4,81.1667,18,8,45,71,29,Reject,29,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L1188,L0351,synthetic,Easybuy,Shirt,Cotton,S,Used,3,9,3,0,1368,68,Tier 2,36,18,8,30,56,44,Review,44,Review,0,1,1,0,1,7,high_deviation_over_35|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,44,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -30,human_reviewed
L1200,L0051,synthetic,Prada,Dress,Silk,XS,Like New,2,10,4,1,84188,12301,Tier 5,30.8617,8,12,20,40,60,Review,60,Review,0,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,60,Review,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L1205,L0189,synthetic,W for Woman,Ethnic Wear,Cotton,S,Used,3,10,4,1,1022,25,Tier 1,16.6667,18,12,12,42,58,Review,58,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1208,L0372,synthetic,Anita Dongre,Lehenga,Silk,M,Like New,2,10,4,1,26965,2980,Tier 5,0,8,12,0,20,80,Approve,80,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1217,L0014,synthetic,Fabindia,Kurta,Silk,M,Used,3,10,4,1,2651,126,Tier 3,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1225,L0272,synthetic,Levi's,Jeans,Denim,M,New,1,1,1,0,7206,1549,Tier 4,106.5333,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L1226,L0340,synthetic,Mufti,Shirt,Cotton,L,Like New,2,4,2,0,5024,222,Tier 4,36.5714,8,4,30,42,58,Review,58,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L1236,L0062,synthetic,HRX,Activewear,Polyester,M,Used,3,7,3,0,2578,164,Tier 3,36.6667,18,8,30,56,44,Review,44,Review,0,1,1,0,1,7,high_deviation_over_35|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,44,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -30,human_reviewed
L1240,L0217,synthetic,Biba,Ethnic Wear,Silk,M,New,1,1,1,0,5587,1751,Tier 4,150.1429,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L1247,L0015,synthetic,Prada,Dress,Silk,S,Used,3,7,3,0,99764,18668,Tier 5,117.0698,18,8,45,71,29,Reject,29,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L1248,L0322,synthetic,Tarun Tahiliani,Lehenga,Silk,M,Like New,2,8,3,0,25833,1543,Tier 5,35.7083,8,8,30,46,54,Review,54,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -8; Age penalty -8; Price deviation penalty -30,human_reviewed
L1249,L0352,synthetic,Vishal Mega Mart,Top,Polyester,S,Used,3,10,4,1,1734,62,Tier 2,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1266,L0118,synthetic,FBB,Kurta,Cotton,M,Used,3,10,4,1,1152,45,Tier 1,12.5,18,12,12,42,58,Review,58,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1268,L0140,synthetic,Prada,Dress,Silk,S,Used,3,9,3,0,89229,18090,Tier 5,134.9351,18,8,45,71,29,Reject,29,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L1279,L0048,synthetic,Puma,Activewear,Polyester,M,Used,3,7,3,0,3259,74,Tier 3,38.3333,18,8,30,56,44,Review,44,Review,0,1,1,0,1,7,high_deviation_over_35|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,44,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -30,human_reviewed
L1284,L0258,synthetic,Anamika Khanna,Lehenga,Silk,M,Like New,2,15,4,1,24140,2225,Tier 5,0,8,16,0,24,76,Approve,76,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,76,Review,Condition penalty -8; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L1288,L0336,synthetic,Pantaloons,Top,Cotton,M,Used,3,11,4,1,4537,241,Tier 3,20.5,18,12,20,50,50,Review,50,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L1299,L0200,synthetic,Mufti,Shirt,Linen,S,Used,3,14,4,1,3687,146,Tier 3,0,18,16,0,34,66,Review,66,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L1308,L0272,synthetic,Levi's,Jeans,Denim,M,New,1,1,1,0,7966,2868,Tier 4,237.4118,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L1310,L0085,synthetic,Rangriti,Kurta,Cotton,M,Used,3,4,2,0,790,12,Tier 1,40,18,4,30,52,48,Review,48,Review,0,1,1,0,1,7,high_deviation_over_35|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,48,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -30,human_reviewed
L1316,L0012,synthetic,Manyavar,Ethnic Wear,Silk,XL,Used,3,6,2,0,5223,878,Tier 4,119.5,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L1331,L0077,synthetic,AND,Dress,Cotton,S,Like New,2,3,1,0,5412,283,Tier 4,37.1111,8,0,30,38,62,Review,62,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -8; Price deviation penalty -30,human_reviewed
L1333,L0293,synthetic,GAP,Jeans,Denim,L,Like New,2,12,4,1,8458,531,Tier 4,0,8,12,0,20,80,Approve,80,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1349,L0236,synthetic,Masaba,Dress,Cotton,S,Used,3,7,3,0,8703,3134,Tier 4,469.8182,18,8,45,71,29,Reject,29,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L1351,L0333,synthetic,Libas,Kurta,Cotton,S,Used,3,12,4,1,3424,94,Tier 3,21.6667,18,12,20,50,50,Review,50,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L1352,L0193,synthetic,Anita Dongre,Saree,Silk,S,Like New,2,4,2,0,65240,11748,Tier 5,38.2118,8,4,30,42,58,Review,58,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L1355,L0253,synthetic,Raw Mango,Saree,Silk,XS,New,1,1,1,0,20624,1655,Tier 5,36.3462,0,0,30,30,70,Review,70,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Price deviation penalty -30,human_reviewed
L1363,L0321,synthetic,Raw Mango,Saree,Silk,L,New,1,1,1,0,23062,5015,Tier 5,35.5405,0,0,30,30,70,Review,70,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Price deviation penalty -30,human_reviewed
L1367,L0029,synthetic,Zara,Jacket,Denim,M,Used,3,11,4,1,4427,167,Tier 3,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1378,L0290,synthetic,Mufti,Shirt,Cotton,XS,Used,3,10,4,1,4804,141,Tier 3,25.7895,18,12,20,50,50,Review,50,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L1388,L0261,synthetic,Prada,Dress,Silk,XL,Used,3,8,3,0,29480,10613,Tier 5,324.52,18,8,45,71,29,Reject,29,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L1398,L0367,synthetic,Zara,Dress,Linen,S,New,1,2,1,0,9609,3460,Tier 4,214.5455,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L1399,L0207,synthetic,Soch,Ethnic Wear,Silk,XS,Used,3,8,3,0,3249,96,Tier 3,36,18,8,30,56,44,Review,44,Review,0,1,1,0,1,7,high_deviation_over_35|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,44,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -30,human_reviewed
L1401,L0237,synthetic,House of Masaba,Dress,Linen,M,New,1,3,1,0,9307,3351,Tier 4,204.6364,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L1430,L0049,synthetic,Label Ritu Kumar,Ethnic Wear,Silk,S,Used,3,6,2,0,15414,5550,Tier 5,246.875,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L1446,L0003,synthetic,Nike,Activewear,Polyester,L,Used,3,4,2,0,3923,277,Tier 3,38.5,18,4,30,52,48,Review,48,Review,0,1,1,0,1,7,high_deviation_over_35|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,48,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -30,human_reviewed
L1449,L0370,synthetic,Calvin Klein,Jacket,Leather,L,Like New,2,6,2,0,13857,1931,Tier 4,37.9286,8,4,30,42,58,Review,58,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L1467,L0352,synthetic,Vishal Mega Mart,Top,Polyester,S,Used,3,11,4,1,1622,56,Tier 2,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1473,L0197,synthetic,Rohit Bal,Ethnic Wear,Silk,L,Used,3,4,2,0,52989,19077,Tier 5,253.2778,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L1474,L0341,synthetic,Fabindia,Kurta,Linen,M,Used,3,4,2,0,8609,1191,Tier 4,98.5,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L1483,L0245,synthetic,Adidas,Jacket,Polyester,L,New,1,3,1,0,11771,707,Tier 4,35.7273,0,0,30,30,70,Review,70,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Price deviation penalty -30,human_reviewed
L1484,L0116,synthetic,Under Armour,Activewear,Polyester,M,New,1,1,1,0,7626,2746,Tier 4,243.25,0,0,45,45,55,Reject,55,Reject,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L1496,L0093,synthetic,Prada,Dress,Silk,M,Like New,2,11,4,1,72521,6129,Tier 5,0,8,12,0,20,80,Approve,80,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0382,L0052,synthetic,Nalli,Saree,Silk,L,Used,3,4,2,0,6849,312,Tier 4,30.6667,18,4,20,42,58,Review,58,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0398,L0037,synthetic,Louis Vuitton,Shirt,Linen,XS,Used,3,5,2,0,66117,5506,Tier 5,0,18,4,0,22,78,Approve,78,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0405,L0375,synthetic,Burberry,Jacket,Cotton,XS,Used,3,8,3,0,24888,1685,Tier 5,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0408,L0021,synthetic,Tarun Tahiliani,Saree,Silk,M,Used,3,7,3,0,72282,5603,Tier 5,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0411,L0140,synthetic,Prada,Dress,Silk,S,Used,3,5,2,0,80407,9840,Tier 5,26.1538,18,4,20,42,58,Review,58,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0427,L0346,synthetic,Raw Mango,Saree,Silk,S,Used,3,7,3,0,25061,1441,Tier 5,19.9444,18,8,12,38,62,Review,62,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0446,L0367,synthetic,Zara,Dress,Linen,S,Used,3,4,2,0,10494,765,Tier 4,0,18,4,0,22,78,Approve,78,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0456,L0272,synthetic,Levi's,Jeans,Denim,M,Used,3,5,2,0,7800,595,Tier 4,19,18,4,12,34,66,Review,66,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -12,human_reviewed
L0461,L0044,synthetic,Aurelia,Kurta,Cotton,L,Like New,2,10,4,1,1102,115,Tier 1,130,8,12,45,65,35,Reject,35,Reject,0,1,0,0,0,6,older_listing_10plus|high_deviation_over_35,batch_01,reviewed,Anmol,3/13/26,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0462,L0231,synthetic,Nalli,Saree,Silk,S,Used,3,5,2,0,9460,426,Tier 4,29,18,4,20,42,58,Review,58,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0465,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Used,3,9,3,0,10927,495,Tier 4,23.8462,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0473,L0148,synthetic,Meena Bazaar,Lehenga,Silk,S,Used,3,5,2,0,13370,1310,Tier 4,19.0909,18,4,12,34,66,Review,66,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -12,human_reviewed
L0487,L0274,synthetic,Pantaloons,Shirt,Cotton,M,Used,3,5,2,0,5223,212,Tier 4,29.3333,18,4,20,42,58,Review,58,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0489,L0361,synthetic,Pantaloons,Top,Cotton,XL,Used,3,4,2,0,5248,350,Tier 4,0,18,4,0,22,78,Approve,78,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0492,L0236,synthetic,Masaba,Dress,Cotton,S,Used,3,7,3,0,9553,575,Tier 4,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0497,L0098,synthetic,Rohit Bal,Ethnic Wear,Silk,L,Used,3,8,3,0,54360,2746,Tier 5,29.5897,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0498,L0322,synthetic,Tarun Tahiliani,Lehenga,Silk,M,Used,3,6,2,0,24892,1710,Tier 5,14.5,18,4,12,34,66,Review,66,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -12,human_reviewed
L0510,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Used,3,9,3,0,10412,721,Tier 4,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0550,L0330,synthetic,Style Bazaar,Top,Cotton,M,Like New,2,12,4,1,1418,511,Tier 2,751.6667,8,12,45,65,35,Reject,35,Reject,0,1,0,0,0,6,older_listing_10plus|high_deviation_over_35,batch_01,reviewed,Anmol,3/13/26,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0553,L0260,synthetic,Louis Vuitton,Jacket,Leather,M,Used,3,8,3,0,32709,1568,Tier 5,28.7273,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0568,L0177,synthetic,Prada,Dress,Silk,S,Used,3,7,3,0,103389,10300,Tier 5,15.7303,18,8,12,38,62,Review,62,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0577,L0327,synthetic,Easybuy,Jeans,Denim,M,Like New,2,10,4,1,1632,191,Tier 2,138.75,8,12,45,65,35,Reject,35,Reject,0,1,0,0,0,6,older_listing_10plus|high_deviation_over_35,batch_01,reviewed,Anmol,3/13/26,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
