listing_id,source_listing_id,data_source,brand,category,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,listing_lifecycle_action,age_policy_override_applied,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,final_quality_score_0_100,final_listing_decision,decision_label,effective_listing_decision,effective_decision_label,final_reviewer_note
L0402,L0143,synthetic,Prada,Dress,Silk,M,Like New,2,12,4,1,needs_reapproval_or_removal,0,75472,13163,Tier 5,80.3151,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0405,L0375,synthetic,Burberry,Jacket,Cotton,XS,Used,3,8,3,0,active_current_cycle,0,24888,1685,Tier 5,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0406,L0297,synthetic,Anita Dongre,Lehenga,Silk,S,Like New,2,1,1,0,active_current_cycle,0,20595,1540,Tier 5,35.8333,8,0,30,38,62,Review,1,Review,1,Condition penalty -8; Price deviation penalty -30
L0408,L0021,synthetic,Tarun Tahiliani,Saree,Silk,M,Used,3,7,3,0,active_current_cycle,0,72282,5603,Tier 5,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0410,L0038,synthetic,Armani,Jacket,Leather,S,Used,3,13,4,1,needs_reapproval_or_removal,0,52230,3425,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L0411,L0140,synthetic,Prada,Dress,Silk,S,Used,3,5,2,0,active_current_cycle,0,80407,9840,Tier 5,26.1538,18,4,20,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -20
L0415,L0108,synthetic,Armani,Jacket,Leather,S,Used,3,14,4,1,needs_reapproval_or_removal,0,49579,8886,Tier 5,140.1622,18,16,45,79,21,Reject,2,Reject,2,Condition penalty -18; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal
L0416,L0080,synthetic,Anita Dongre,Ethnic Wear,Silk,M,Used,3,14,4,1,needs_reapproval_or_removal,0,21370,1599,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L0417,L0241,synthetic,GAP,Jeans,Denim,L,Like New,2,11,4,1,needs_reapproval_or_removal,0,7600,2736,Tier 4,447.2,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0419,L0180,synthetic,Louis Vuitton,Jacket,Leather,M,Like New,2,11,4,1,needs_reapproval_or_removal,0,166168,13407,Tier 5,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal
L0427,L0346,synthetic,Raw Mango,Saree,Silk,S,Used,3,7,3,0,active_current_cycle,0,25061,1441,Tier 5,19.9444,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12
L0430,L0323,synthetic,Rohit Bal,Ethnic Wear,Silk,S,Like New,2,15,4,1,needs_reapproval_or_removal,0,25337,2451,Tier 5,0.0,8,16,0,24,76,Review,1,Review,1,Condition penalty -8; Age penalty -16; Older listing: needs reapproval/removal
L0433,L0238,synthetic,Nicobar,Kurta,Linen,L,Used,3,4,2,0,active_current_cycle,0,9092,3274,Tier 4,403.6923,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L0434,L0369,synthetic,Tommy Hilfiger,Shirt,Cotton,XL,Used,3,13,4,1,needs_reapproval_or_removal,0,10504,479,Tier 4,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L0436,L0200,synthetic,Mufti,Shirt,Linen,XS,Used,3,13,4,1,needs_reapproval_or_removal,0,3589,179,Tier 3,11.875,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal
L0439,L0240,synthetic,Marks & Spencer,Dress,Cotton,XS,Used,3,10,4,1,needs_reapproval_or_removal,0,8384,385,Tier 4,14.4444,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L0441,L0168,synthetic,Mufti,Shirt,Linen,M,Used,3,12,4,1,needs_reapproval_or_removal,0,4139,112,Tier 3,25.3333,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0445,L0084,synthetic,Style Bazaar,Top,Polyester,L,Used,3,10,4,1,needs_reapproval_or_removal,0,286,12,Tier 1,20.0,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L0446,L0367,synthetic,Zara,Dress,Linen,S,Used,3,4,2,0,active_current_cycle,0,10494,765,Tier 4,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4
L0454,L0369,synthetic,Tommy Hilfiger,Shirt,Cotton,M,Like New,2,11,4,1,needs_reapproval_or_removal,0,11198,996,Tier 4,24.5,8,12,20,40,60,Review,1,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0456,L0272,synthetic,Levi's,Jeans,Denim,M,Used,3,5,2,0,active_current_cycle,0,7800,595,Tier 4,19.0,18,4,12,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -12
L0458,L0248,synthetic,Under Armour,Activewear,Polyester,L,Used,3,13,4,1,needs_reapproval_or_removal,0,10727,516,Tier 4,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L0461,L0044,synthetic,Aurelia,Kurta,Cotton,L,Like New,2,10,4,1,needs_reapproval_or_removal,0,1102,115,Tier 1,130.0,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0462,L0231,synthetic,Nalli,Saree,Silk,S,Used,3,5,2,0,active_current_cycle,0,9460,426,Tier 4,29.0,18,4,20,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -20
L0465,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Used,3,9,3,0,active_current_cycle,0,10927,495,Tier 4,23.8462,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L0467,L0158,synthetic,Fabindia,Ethnic Wear,Silk,XS,Used,3,12,4,1,needs_reapproval_or_removal,0,2091,74,Tier 2,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0469,L0222,synthetic,Pantaloons,Shirt,Cotton,L,Used,3,10,4,1,needs_reapproval_or_removal,0,3351,1207,Tier 3,610.0,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0473,L0148,synthetic,Meena Bazaar,Lehenga,Silk,S,Used,3,5,2,0,active_current_cycle,0,13370,1310,Tier 4,19.0909,18,4,12,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -12
L0475,L0097,synthetic,Sabyasachi,Lehenga,Silk,L,Like New,2,10,4,1,needs_reapproval_or_removal,0,54540,14658,Tier 5,132.6667,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0477,L0160,synthetic,Calvin Klein,Jacket,Denim,M,Used,3,11,4,1,needs_reapproval_or_removal,0,7524,1235,Tier 4,174.4444,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0480,L0142,synthetic,Louis Vuitton,Shirt,Linen,XS,Like New,2,9,3,0,active_current_cycle,0,79822,11242,Tier 5,35.4458,8,8,30,46,54,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -30
L0485,L0226,synthetic,Mufti,Shirt,Cotton,M,Used,3,11,4,1,needs_reapproval_or_removal,0,4595,1655,Tier 3,727.5,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0487,L0274,synthetic,Pantaloons,Shirt,Cotton,M,Used,3,5,2,0,active_current_cycle,0,5223,212,Tier 4,29.3333,18,4,20,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -20
L0489,L0361,synthetic,Pantaloons,Top,Cotton,XL,Used,3,4,2,0,active_current_cycle,0,5248,350,Tier 4,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4
L0492,L0236,synthetic,Masaba,Dress,Cotton,S,Used,3,7,3,0,active_current_cycle,0,9553,575,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0493,L0081,synthetic,FBB,Kurta,Cotton,M,Used,3,9,3,0,active_current_cycle,0,949,342,Tier 1,1040.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L0495,L0359,synthetic,Max Fashion,Jeans,Denim,M,Like New,2,10,4,1,needs_reapproval_or_removal,0,2649,81,Tier 3,37.6923,8,12,30,50,50,Review,1,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal
L0496,L0255,synthetic,Sabyasachi,Saree,Silk,S,Like New,2,14,4,1,needs_reapproval_or_removal,0,26098,2533,Tier 5,0.0,8,16,0,24,76,Review,1,Review,1,Condition penalty -8; Age penalty -16; Older listing: needs reapproval/removal
L0497,L0098,synthetic,Rohit Bal,Ethnic Wear,Silk,L,Used,3,8,3,0,active_current_cycle,0,54360,2746,Tier 5,29.5897,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L0498,L0322,synthetic,Tarun Tahiliani,Lehenga,Silk,M,Used,3,6,2,0,active_current_cycle,0,24892,1710,Tier 5,14.5,18,4,12,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -12
L0500,L0140,synthetic,Prada,Dress,Silk,S,Like New,2,10,4,1,needs_reapproval_or_removal,0,98142,9663,Tier 5,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal
L0501,L0059,synthetic,Levi's,Jeans,Denim,M,New,1,1,1,0,active_current_cycle,0,4752,1711,Tier 3,327.75,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L0503,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Like New,2,13,4,1,needs_reapproval_or_removal,0,10378,3737,Tier 4,339.6471,8,16,45,69,31,Reject,2,Reject,2,Condition penalty -8; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal
L0506,L0050,synthetic,Fabindia,Kurta,Cotton,XL,Used,3,12,4,1,needs_reapproval_or_removal,0,2824,154,Tier 3,28.3333,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0507,L0373,synthetic,Tarun Tahiliani,Lehenga,Silk,S,Like New,2,13,4,1,needs_reapproval_or_removal,0,32048,3726,Tier 5,12.9091,8,16,12,36,64,Review,1,Review,1,Condition penalty -8; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal
L0509,L0189,synthetic,W for Woman,Ethnic Wear,Cotton,S,Used,3,10,4,1,needs_reapproval_or_removal,0,1198,40,Tier 1,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0510,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Used,3,9,3,0,active_current_cycle,0,10412,721,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0513,L0067,synthetic,Anouk,Saree,Cotton,S,Used,3,11,4,1,needs_reapproval_or_removal,0,2054,70,Tier 2,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0516,L0114,synthetic,GAP,Jeans,Denim,L,Like New,2,14,4,1,needs_reapproval_or_removal,0,6683,585,Tier 4,30.0,8,16,20,44,56,Review,1,Review,1,Condition penalty -8; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
L0522,L0161,synthetic,Aurelia,Kurta,Cotton,S,Used,3,8,3,0,active_current_cycle,0,1142,19,Tier 1,36.6667,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30
L0525,L0160,synthetic,Calvin Klein,Jacket,Denim,M,Used,3,11,4,1,needs_reapproval_or_removal,0,7373,274,Tier 4,21.7143,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0528,L0180,synthetic,Louis Vuitton,Jacket,Leather,M,Used,3,14,4,1,needs_reapproval_or_removal,0,158622,11389,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L0533,L0343,synthetic,Nike,Activewear,Polyester,L,Like New,2,11,4,1,needs_reapproval_or_removal,0,8914,515,Tier 4,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal
L0534,L0161,synthetic,Aurelia,Kurta,Cotton,S,Used,3,10,4,1,needs_reapproval_or_removal,0,1119,35,Tier 1,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0539,L0238,synthetic,Nicobar,Kurta,Linen,L,Used,3,6,2,0,active_current_cycle,0,8511,3064,Tier 4,410.6667,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L0540,L0320,synthetic,Diesel,Jeans,Denim,S,Used,3,14,4,1,needs_reapproval_or_removal,0,11485,806,Tier 4,34.3333,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
L0542,L0147,synthetic,Neeru's,Lehenga,Silk,L,Like New,2,11,4,1,needs_reapproval_or_removal,0,13565,1375,Tier 4,25.0,8,12,20,40,60,Review,1,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0544,L0244,synthetic,Nike,Activewear,Polyester,M,Like New,2,7,3,0,active_current_cycle,0,10990,3957,Tier 4,365.5294,8,8,45,61,39,Reject,2,Reject,2,Condition penalty -8; Age penalty -8; Price deviation penalty -45
L0549,L0358,synthetic,Libas,Dress,Linen,S,Used,3,10,4,1,needs_reapproval_or_removal,0,4124,182,Tier 3,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0550,L0330,synthetic,Style Bazaar,Top,Cotton,M,Like New,2,12,4,1,needs_reapproval_or_removal,0,1418,511,Tier 2,751.6667,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0553,L0260,synthetic,Louis Vuitton,Jacket,Leather,M,Used,3,8,3,0,active_current_cycle,0,32709,1568,Tier 5,28.7273,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L0554,L0079,synthetic,American Eagle,Jeans,Denim,XS,Like New,2,12,4,1,needs_reapproval_or_removal,0,8913,3209,Tier 4,434.8333,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0556,L0123,synthetic,Sabyasachi,Lehenga,Silk,L,Like New,2,12,4,1,needs_reapproval_or_removal,0,58451,5616,Tier 5,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal
L0557,L0293,synthetic,GAP,Jeans,Denim,XL,Used,3,12,4,1,needs_reapproval_or_removal,0,8061,228,Tier 4,34.8571,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0560,L0114,synthetic,GAP,Jeans,Denim,S,Like New,2,9,3,0,active_current_cycle,0,5921,629,Tier 4,39.7778,8,8,30,46,54,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -30
L0561,L0192,synthetic,Tarun Tahiliani,Saree,Silk,S,Like New,2,6,2,0,active_current_cycle,0,77459,13906,Tier 5,37.6832,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30
L0562,L0242,synthetic,American Eagle,Jeans,Denim,M,Like New,2,1,1,0,active_current_cycle,0,8255,420,Tier 4,35.3846,8,0,30,38,62,Review,1,Review,1,Condition penalty -8; Price deviation penalty -30
L0568,L0177,synthetic,Prada,Dress,Silk,S,Used,3,7,3,0,active_current_cycle,0,103389,10300,Tier 5,15.7303,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12
L0571,L0022,synthetic,Mufti,Shirt,Linen,L,Used,3,10,4,1,needs_reapproval_or_removal,0,3707,215,Tier 3,13.1579,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L0576,L0022,synthetic,Mufti,Shirt,Linen,L,Used,3,10,4,1,needs_reapproval_or_removal,0,3106,112,Tier 3,13.8462,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L0577,L0327,synthetic,Easybuy,Jeans,Denim,M,Like New,2,10,4,1,needs_reapproval_or_removal,0,1632,191,Tier 2,138.75,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0581,L0110,synthetic,Easybuy,Shirt,Polyester,S,Used,3,11,4,1,needs_reapproval_or_removal,0,731,20,Tier 1,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0587,L0038,synthetic,Armani,Jacket,Leather,S,Used,3,11,4,1,needs_reapproval_or_removal,0,45527,3930,Tier 5,15.5882,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L0588,L0283,synthetic,Max Fashion,Jeans,Denim,S,Like New,2,10,4,1,needs_reapproval_or_removal,0,2238,58,Tier 2,35.5556,8,12,30,50,50,Review,1,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal
L0592,L0369,synthetic,Tommy Hilfiger,Shirt,Cotton,S,Used,3,13,4,1,needs_reapproval_or_removal,0,9357,1373,Tier 4,174.6,18,16,45,79,21,Reject,2,Reject,2,Condition penalty -18; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal
L0593,L0296,synthetic,Raw Mango,Saree,Silk,M,Used,3,4,2,0,active_current_cycle,0,19850,2738,Tier 5,36.9,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30
L0596,L0161,synthetic,Aurelia,Kurta,Cotton,S,Used,3,11,4,1,needs_reapproval_or_removal,0,972,38,Tier 1,26.6667,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0599,L0296,synthetic,Raw Mango,Saree,Silk,M,Used,3,4,2,0,active_current_cycle,0,20291,2869,Tier 5,36.619,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30
L0600,L0255,synthetic,Sabyasachi,Saree,Silk,S,Used,3,11,4,1,needs_reapproval_or_removal,0,28525,2066,Tier 5,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0607,L0260,synthetic,Louis Vuitton,Jacket,Leather,XS,Used,3,5,2,0,active_current_cycle,0,30750,7372,Tier 5,145.7333,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L0609,L0299,synthetic,Gucci,Jacket,Leather,M,Used,3,8,3,0,active_current_cycle,0,33515,7148,Tier 5,146.4828,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L0611,L0212,synthetic,Brand Factory,Jacket,Polyester,L,Used,3,13,4,1,needs_reapproval_or_removal,0,3724,89,Tier 3,31.5385,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
L0613,L0273,synthetic,Fabindia,Kurta,Linen,L,Like New,2,10,4,1,needs_reapproval_or_removal,0,7800,839,Tier 4,29.0769,8,12,20,40,60,Review,1,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0620,L0244,synthetic,Nike,Activewear,Polyester,M,Used,3,8,3,0,active_current_cycle,0,9576,467,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0621,L0046,synthetic,Calvin Klein,Jacket,Denim,M,Used,3,8,3,0,active_current_cycle,0,8601,3097,Tier 4,463.0909,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L0626,L0152,synthetic,American Eagle,Jeans,Denim,L,Like New,2,8,3,0,active_current_cycle,0,5318,541,Tier 4,35.25,8,8,30,46,54,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -30
L0627,L0264,synthetic,Burberry,Jacket,Cotton,M,Like New,2,12,4,1,needs_reapproval_or_removal,0,24177,2005,Tier 5,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal
L0629,L0006,synthetic,Louis Vuitton,Jacket,Leather,M,Like New,2,10,4,1,needs_reapproval_or_removal,0,134516,13492,Tier 5,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal
L0630,L0082,synthetic,Aurelia,Ethnic Wear,Cotton,M,Used,3,8,3,0,active_current_cycle,0,1491,537,Tier 2,795.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L0632,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Used,3,12,4,1,needs_reapproval_or_removal,0,10695,3851,Tier 4,492.4615,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0633,L0341,synthetic,Fabindia,Kurta,Linen,M,Used,3,5,2,0,active_current_cycle,0,9484,632,Tier 4,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4
L0634,L0271,synthetic,Nike,Activewear,Polyester,S,Like New,2,4,2,0,active_current_cycle,0,8648,3114,Tier 4,315.2,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45
L0638,L0297,synthetic,Anita Dongre,Lehenga,Silk,S,New,1,3,1,0,active_current_cycle,0,20636,7429,Tier 5,125.1212,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L0641,L0350,synthetic,Prada,Dress,Silk,XS,Used,3,8,3,0,active_current_cycle,0,29217,2345,Tier 5,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0651,L0030,synthetic,H&M,Dress,Cotton,S,Used,3,10,4,1,needs_reapproval_or_removal,0,1040,33,Tier 1,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0655,L0061,synthetic,Gucci,Jacket,Leather,M,Used,3,10,4,1,needs_reapproval_or_removal,0,113460,5921,Tier 5,23.1039,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0656,L0123,synthetic,Sabyasachi,Lehenga,Silk,L,Used,3,12,4,1,needs_reapproval_or_removal,0,52305,4892,Tier 5,19.3171,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L0661,L0252,synthetic,Superdry,Jacket,Polyester,M,Used,3,9,3,0,active_current_cycle,0,9720,761,Tier 4,17.0769,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12
L0662,L0278,synthetic,Rangriti,Kurta,Cotton,L,Used,3,11,4,1,needs_reapproval_or_removal,0,1949,702,Tier 2,902.8571,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0663,L0004,synthetic,Gucci,Jacket,Leather,S,Used,3,5,2,0,active_current_cycle,0,55697,4685,Tier 5,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4
L0668,L0116,synthetic,Under Armour,Activewear,Polyester,M,Used,3,7,3,0,active_current_cycle,0,7395,2663,Tier 4,491.7778,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L0670,L0043,synthetic,Manish Malhotra,Ethnic Wear,Silk,M,Used,3,9,3,0,active_current_cycle,0,77554,27920,Tier 5,298.8571,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L0674,L0289,synthetic,Flying Machine,Jeans,Denim,M,Used,3,6,2,0,active_current_cycle,0,5217,466,Tier 4,33.1429,18,4,20,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -20
L0678,L0339,synthetic,Flying Machine,Jeans,Denim,M,Used,3,15,4,1,needs_reapproval_or_removal,0,5477,201,Tier 4,19.6,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal
L0679,L0195,synthetic,Moda Rapido,Dress,Polyester,M,Used,3,10,4,1,needs_reapproval_or_removal,0,1193,35,Tier 1,12.5,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L0680,L0158,synthetic,Fabindia,Ethnic Wear,Silk,XS,Used,3,12,4,1,needs_reapproval_or_removal,0,1971,77,Tier 2,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0683,L0087,synthetic,Mufti,Shirt,Linen,M,Used,3,10,4,1,needs_reapproval_or_removal,0,3343,108,Tier 3,16.9231,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L0684,L0142,synthetic,Louis Vuitton,Shirt,Linen,XS,Used,3,6,2,0,active_current_cycle,0,68913,24809,Tier 5,293.7937,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L0688,L0252,synthetic,Superdry,Jacket,Polyester,M,Like New,2,6,2,0,active_current_cycle,0,11555,557,Tier 4,38.1111,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30
L0689,L0103,synthetic,Soch,Ethnic Wear,Cotton,XS,Used,3,11,4,1,needs_reapproval_or_removal,0,946,30,Tier 1,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
