listing_id,source_listing_id,data_source,brand,category,gender,gender_source,gender_conflict_flag,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,listing_lifecycle_action,age_policy_override_applied,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,final_quality_score_0_100,final_listing_decision,decision_label,effective_listing_decision,effective_decision_label,final_reviewer_note,split_set,listing_parent_id,gender_variant_type,gender_policy_override_applied,gender_policy_reason
L0859,L0001,synthetic,Sabyasachi,Ethnic Wear,Unisex,category_derived,0,Silk,XS,Used,3,6,2,0,active_current_cycle,0,100829,14277,Tier 5,38.6117,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30,train,L0859,base,0,allowed_gender_selection
L0859__G_MEN,L0001,synthetic,Sabyasachi,Ethnic Wear,Men,user_selected,0,Silk,XS,Used,3,6,2,0,active_current_cycle,0,100829,14277,Tier 5,38.6117,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30,train,L0859,explicit_men_allowed,0,allowed_gender_selection
L0859__G_WOMEN,L0001,synthetic,Sabyasachi,Ethnic Wear,Women,user_selected,0,Silk,XS,Used,3,6,2,0,active_current_cycle,0,100829,14277,Tier 5,38.6117,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30,train,L0859,explicit_women_allowed,0,allowed_gender_selection
L0862,L0325,synthetic,Versace,Dress,Women,category_derived,0,Silk,S,Used,3,4,2,0,active_current_cycle,0,32087,2660,Tier 5,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4,train,L0862,base,0,allowed_gender_selection
L0862__G_MEN,L0325,synthetic,Versace,Dress,Men,user_selected,1,Silk,S,Used,3,4,2,0,active_current_cycle,0,32087,2660,Tier 5,0.0,18,4,0,22,78,Approve,0,Review,1,Condition penalty -18; Age penalty -4,train,L0862,explicit_men_conflict,1,gender_category_conflict_review
L0863,L0253,synthetic,Raw Mango,Saree,Women,category_derived,0,Silk,L,Used,3,5,2,0,active_current_cycle,0,17829,1572,Tier 5,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4,val,L0863,base,0,allowed_gender_selection
L0863__G_MEN,L0253,synthetic,Raw Mango,Saree,Men,user_selected,1,Silk,L,Used,3,5,2,0,active_current_cycle,0,17829,1572,Tier 5,0.0,18,4,0,22,78,Approve,0,Review,1,Condition penalty -18; Age penalty -4,val,L0863,explicit_men_conflict,1,gender_category_conflict_review
L0864,L0097,synthetic,Sabyasachi,Lehenga,Women,category_derived,0,Silk,L,Used,3,12,4,1,needs_reapproval_or_removal,0,52176,18784,Tier 5,358.1463,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,train,L0864,base,0,allowed_gender_selection
L0864__G_MEN,L0097,synthetic,Sabyasachi,Lehenga,Men,user_selected,1,Silk,L,Used,3,12,4,1,needs_reapproval_or_removal,0,52176,18784,Tier 5,358.1463,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,train,L0864,explicit_men_conflict,0,gender_conflict_but_reject_already_applied
L0866,L0302,synthetic,Vishal Mega Mart,Shirt,Unisex,category_derived,0,Polyester,M,Used,3,11,4,1,needs_reapproval_or_removal,0,1662,81,Tier 2,35.0,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0866,base,0,allowed_gender_selection
L0866__G_MEN,L0302,synthetic,Vishal Mega Mart,Shirt,Men,user_selected,0,Polyester,M,Used,3,11,4,1,needs_reapproval_or_removal,0,1662,81,Tier 2,35.0,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0866,explicit_men_allowed,0,allowed_gender_selection
L0866__G_WOMEN,L0302,synthetic,Vishal Mega Mart,Shirt,Women,user_selected,0,Polyester,M,Used,3,11,4,1,needs_reapproval_or_removal,0,1662,81,Tier 2,35.0,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0866,explicit_women_allowed,0,allowed_gender_selection
L0867,L0248,synthetic,Under Armour,Activewear,Unisex,category_derived,0,Polyester,M,Used,3,14,4,1,needs_reapproval_or_removal,0,11311,553,Tier 4,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,train,L0867,base,0,allowed_gender_selection
L0867__G_MEN,L0248,synthetic,Under Armour,Activewear,Men,user_selected,0,Polyester,M,Used,3,14,4,1,needs_reapproval_or_removal,0,11311,553,Tier 4,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,train,L0867,explicit_men_allowed,0,allowed_gender_selection
L0867__G_WOMEN,L0248,synthetic,Under Armour,Activewear,Women,user_selected,0,Polyester,M,Used,3,14,4,1,needs_reapproval_or_removal,0,11311,553,Tier 4,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,train,L0867,explicit_women_allowed,0,allowed_gender_selection
L0868,L0324,synthetic,Louis Vuitton,Jacket,Unisex,category_derived,0,Leather,L,Used,3,4,2,0,active_current_cycle,0,31629,2874,Tier 5,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4,val,L0868,base,0,allowed_gender_selection
L0868__G_MEN,L0324,synthetic,Louis Vuitton,Jacket,Men,user_selected,0,Leather,L,Used,3,4,2,0,active_current_cycle,0,31629,2874,Tier 5,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4,val,L0868,explicit_men_allowed,0,allowed_gender_selection
L0868__G_WOMEN,L0324,synthetic,Louis Vuitton,Jacket,Women,user_selected,0,Leather,L,Used,3,4,2,0,active_current_cycle,0,31629,2874,Tier 5,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4,val,L0868,explicit_women_allowed,0,allowed_gender_selection
L0869,L0068,synthetic,Masaba,Dress,Women,category_derived,0,Silk,M,Used,3,6,2,0,active_current_cycle,0,12623,1214,Tier 4,27.7895,18,4,20,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -20,test,L0869,base,0,allowed_gender_selection
L0869__G_MEN,L0068,synthetic,Masaba,Dress,Men,user_selected,1,Silk,M,Used,3,6,2,0,active_current_cycle,0,12623,1214,Tier 4,27.7895,18,4,20,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -20,test,L0869,explicit_men_conflict,1,gender_category_conflict_review
L0870,L0299,synthetic,Gucci,Jacket,Unisex,category_derived,0,Leather,M,Used,3,9,3,0,active_current_cycle,0,33985,7747,Tier 5,167.1379,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,val,L0870,base,0,allowed_gender_selection
L0870__G_MEN,L0299,synthetic,Gucci,Jacket,Men,user_selected,0,Leather,M,Used,3,9,3,0,active_current_cycle,0,33985,7747,Tier 5,167.1379,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,val,L0870,explicit_men_allowed,0,allowed_gender_selection
L0870__G_WOMEN,L0299,synthetic,Gucci,Jacket,Women,user_selected,0,Leather,M,Used,3,9,3,0,active_current_cycle,0,33985,7747,Tier 5,167.1379,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,val,L0870,explicit_women_allowed,0,allowed_gender_selection
L0872,L0350,synthetic,Prada,Dress,Women,category_derived,0,Silk,S,Used,3,13,4,1,needs_reapproval_or_removal,0,32753,2051,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,train,L0872,base,0,allowed_gender_selection
L0872__G_MEN,L0350,synthetic,Prada,Dress,Men,user_selected,1,Silk,S,Used,3,13,4,1,needs_reapproval_or_removal,0,32753,2051,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,train,L0872,explicit_men_conflict,1,gender_category_conflict_review
L0873,L0007,synthetic,Zara,Dress,Women,category_derived,0,Linen,L,Like New,2,1,1,0,active_current_cycle,0,10907,3927,Tier 4,227.25,8,0,45,53,47,Reject,2,Reject,2,Condition penalty -8; Price deviation penalty -45,val,L0873,base,0,allowed_gender_selection
L0873__G_MEN,L0007,synthetic,Zara,Dress,Men,user_selected,1,Linen,L,Like New,2,1,1,0,active_current_cycle,0,10907,3927,Tier 4,227.25,8,0,45,53,47,Reject,2,Reject,2,Condition penalty -8; Price deviation penalty -45,val,L0873,explicit_men_conflict,0,gender_conflict_but_reject_already_applied
L0875,L0100,synthetic,Armani,Ethnic Wear,Unisex,category_derived,0,Polyester,L,New,1,1,1,0,active_current_cycle,0,76509,27544,Tier 5,133.4237,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45,train,L0875,base,0,allowed_gender_selection
L0875__G_MEN,L0100,synthetic,Armani,Ethnic Wear,Men,user_selected,0,Polyester,L,New,1,1,1,0,active_current_cycle,0,76509,27544,Tier 5,133.4237,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45,train,L0875,explicit_men_allowed,0,allowed_gender_selection
L0875__G_WOMEN,L0100,synthetic,Armani,Ethnic Wear,Women,user_selected,0,Polyester,L,New,1,1,1,0,active_current_cycle,0,76509,27544,Tier 5,133.4237,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45,train,L0875,explicit_women_allowed,0,allowed_gender_selection
L0881,L0151,synthetic,Style Bazaar,Shirt,Unisex,category_derived,0,Cotton,XL,Used,3,11,4,1,needs_reapproval_or_removal,0,518,8,Tier 1,20.0,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,val,L0881,base,0,allowed_gender_selection
L0881__G_MEN,L0151,synthetic,Style Bazaar,Shirt,Men,user_selected,0,Cotton,XL,Used,3,11,4,1,needs_reapproval_or_removal,0,518,8,Tier 1,20.0,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,val,L0881,explicit_men_allowed,0,allowed_gender_selection
L0881__G_WOMEN,L0151,synthetic,Style Bazaar,Shirt,Women,user_selected,0,Cotton,XL,Used,3,11,4,1,needs_reapproval_or_removal,0,518,8,Tier 1,20.0,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,val,L0881,explicit_women_allowed,0,allowed_gender_selection
L0882,L0178,synthetic,Adidas,Activewear,Unisex,category_derived,0,Polyester,S,Used,3,8,3,0,active_current_cycle,0,3735,1345,Tier 3,647.2222,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,train,L0882,base,0,allowed_gender_selection
L0882__G_MEN,L0178,synthetic,Adidas,Activewear,Men,user_selected,0,Polyester,S,Used,3,8,3,0,active_current_cycle,0,3735,1345,Tier 3,647.2222,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,train,L0882,explicit_men_allowed,0,allowed_gender_selection
L0882__G_WOMEN,L0178,synthetic,Adidas,Activewear,Women,user_selected,0,Polyester,S,Used,3,8,3,0,active_current_cycle,0,3735,1345,Tier 3,647.2222,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,train,L0882,explicit_women_allowed,0,allowed_gender_selection
L0885,L0050,synthetic,Fabindia,Kurta,Unisex,category_derived,0,Cotton,XL,Used,3,14,4,1,needs_reapproval_or_removal,0,2386,71,Tier 2,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,val,L0885,base,0,allowed_gender_selection
L0885__G_MEN,L0050,synthetic,Fabindia,Kurta,Men,user_selected,0,Cotton,XL,Used,3,14,4,1,needs_reapproval_or_removal,0,2386,71,Tier 2,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,val,L0885,explicit_men_allowed,0,allowed_gender_selection
L0885__G_WOMEN,L0050,synthetic,Fabindia,Kurta,Women,user_selected,0,Cotton,XL,Used,3,14,4,1,needs_reapproval_or_removal,0,2386,71,Tier 2,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,val,L0885,explicit_women_allowed,0,allowed_gender_selection
L0887,L0061,synthetic,Gucci,Jacket,Unisex,category_derived,0,Leather,M,Used,3,9,3,0,active_current_cycle,0,107649,4991,Tier 5,31.6301,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20,train,L0887,base,0,allowed_gender_selection
L0887__G_MEN,L0061,synthetic,Gucci,Jacket,Men,user_selected,0,Leather,M,Used,3,9,3,0,active_current_cycle,0,107649,4991,Tier 5,31.6301,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20,train,L0887,explicit_men_allowed,0,allowed_gender_selection
L0887__G_WOMEN,L0061,synthetic,Gucci,Jacket,Women,user_selected,0,Leather,M,Used,3,9,3,0,active_current_cycle,0,107649,4991,Tier 5,31.6301,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20,train,L0887,explicit_women_allowed,0,allowed_gender_selection
L0888,L0038,synthetic,Armani,Jacket,Unisex,category_derived,0,Leather,S,Used,3,13,4,1,needs_reapproval_or_removal,0,49662,3343,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,train,L0888,base,0,allowed_gender_selection
L0888__G_MEN,L0038,synthetic,Armani,Jacket,Men,user_selected,0,Leather,S,Used,3,13,4,1,needs_reapproval_or_removal,0,49662,3343,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,train,L0888,explicit_men_allowed,0,allowed_gender_selection
L0888__G_WOMEN,L0038,synthetic,Armani,Jacket,Women,user_selected,0,Leather,S,Used,3,13,4,1,needs_reapproval_or_removal,0,49662,3343,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,train,L0888,explicit_women_allowed,0,allowed_gender_selection
L0890,L0114,synthetic,GAP,Jeans,Unisex,category_derived,0,Denim,L,Used,3,11,4,1,needs_reapproval_or_removal,0,5573,2007,Tier 4,569.0,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,val,L0890,base,0,allowed_gender_selection
L0890__G_MEN,L0114,synthetic,GAP,Jeans,Men,user_selected,0,Denim,L,Used,3,11,4,1,needs_reapproval_or_removal,0,5573,2007,Tier 4,569.0,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,val,L0890,explicit_men_allowed,0,allowed_gender_selection
L0890__G_WOMEN,L0114,synthetic,GAP,Jeans,Women,user_selected,0,Denim,L,Used,3,11,4,1,needs_reapproval_or_removal,0,5573,2007,Tier 4,569.0,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,val,L0890,explicit_women_allowed,0,allowed_gender_selection
L0894,L0079,synthetic,American Eagle,Jeans,Unisex,category_derived,0,Denim,XS,Used,3,8,3,0,active_current_cycle,0,9679,500,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,test,L0894,base,0,allowed_gender_selection
L0894__G_MEN,L0079,synthetic,American Eagle,Jeans,Men,user_selected,0,Denim,XS,Used,3,8,3,0,active_current_cycle,0,9679,500,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,test,L0894,explicit_men_allowed,0,allowed_gender_selection
L0894__G_WOMEN,L0079,synthetic,American Eagle,Jeans,Women,user_selected,0,Denim,XS,Used,3,8,3,0,active_current_cycle,0,9679,500,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,test,L0894,explicit_women_allowed,0,allowed_gender_selection
L0896,L0184,synthetic,Bewakoof,Top,Women,category_derived,0,Polyester,S,Used,3,7,3,0,active_current_cycle,0,443,14,Tier 1,40.0,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30,train,L0896,base,0,allowed_gender_selection
L0896__G_MEN,L0184,synthetic,Bewakoof,Top,Men,user_selected,1,Polyester,S,Used,3,7,3,0,active_current_cycle,0,443,14,Tier 1,40.0,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30,train,L0896,explicit_men_conflict,1,gender_category_conflict_review
L0898,L0324,synthetic,Louis Vuitton,Jacket,Unisex,category_derived,0,Leather,L,Used,3,7,3,0,active_current_cycle,0,35894,2548,Tier 5,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,train,L0898,base,0,allowed_gender_selection
L0898__G_MEN,L0324,synthetic,Louis Vuitton,Jacket,Men,user_selected,0,Leather,L,Used,3,7,3,0,active_current_cycle,0,35894,2548,Tier 5,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,train,L0898,explicit_men_allowed,0,allowed_gender_selection
L0898__G_WOMEN,L0324,synthetic,Louis Vuitton,Jacket,Women,user_selected,0,Leather,L,Used,3,7,3,0,active_current_cycle,0,35894,2548,Tier 5,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,train,L0898,explicit_women_allowed,0,allowed_gender_selection
L0899,L0283,synthetic,Max Fashion,Jeans,Unisex,category_derived,0,Denim,S,Used,3,13,4,1,needs_reapproval_or_removal,0,2803,139,Tier 3,15.8333,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0899,base,0,allowed_gender_selection
L0899__G_MEN,L0283,synthetic,Max Fashion,Jeans,Men,user_selected,0,Denim,S,Used,3,13,4,1,needs_reapproval_or_removal,0,2803,139,Tier 3,15.8333,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0899,explicit_men_allowed,0,allowed_gender_selection
L0899__G_WOMEN,L0283,synthetic,Max Fashion,Jeans,Women,user_selected,0,Denim,S,Used,3,13,4,1,needs_reapproval_or_removal,0,2803,139,Tier 3,15.8333,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0899,explicit_women_allowed,0,allowed_gender_selection
L0902,L0248,synthetic,Under Armour,Activewear,Unisex,category_derived,0,Polyester,L,Like New,2,10,4,1,needs_reapproval_or_removal,0,9897,650,Tier 4,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,train,L0902,base,0,allowed_gender_selection
L0902__G_MEN,L0248,synthetic,Under Armour,Activewear,Men,user_selected,0,Polyester,L,Like New,2,10,4,1,needs_reapproval_or_removal,0,9897,650,Tier 4,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,train,L0902,explicit_men_allowed,0,allowed_gender_selection
L0902__G_WOMEN,L0248,synthetic,Under Armour,Activewear,Women,user_selected,0,Polyester,L,Like New,2,10,4,1,needs_reapproval_or_removal,0,9897,650,Tier 4,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,train,L0902,explicit_women_allowed,0,allowed_gender_selection
L0903,L0022,synthetic,Mufti,Shirt,Unisex,category_derived,0,Linen,L,Used,3,12,4,1,needs_reapproval_or_removal,0,3026,191,Tier 3,36.4286,18,12,30,60,40,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal,val,L0903,base,0,allowed_gender_selection
L0903__G_MEN,L0022,synthetic,Mufti,Shirt,Men,user_selected,0,Linen,L,Used,3,12,4,1,needs_reapproval_or_removal,0,3026,191,Tier 3,36.4286,18,12,30,60,40,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal,val,L0903,explicit_men_allowed,0,allowed_gender_selection
L0903__G_WOMEN,L0022,synthetic,Mufti,Shirt,Women,user_selected,0,Linen,L,Used,3,12,4,1,needs_reapproval_or_removal,0,3026,191,Tier 3,36.4286,18,12,30,60,40,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal,val,L0903,explicit_women_allowed,0,allowed_gender_selection
L0904,L0021,synthetic,Tarun Tahiliani,Saree,Women,category_derived,0,Silk,S,Used,3,4,2,0,active_current_cycle,0,71453,25724,Tier 5,252.3836,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45,val,L0904,base,0,allowed_gender_selection
L0904__G_MEN,L0021,synthetic,Tarun Tahiliani,Saree,Men,user_selected,1,Silk,S,Used,3,4,2,0,active_current_cycle,0,71453,25724,Tier 5,252.3836,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45,val,L0904,explicit_men_conflict,0,gender_conflict_but_reject_already_applied
L0905,L0135,synthetic,Zara,Jacket,Unisex,category_derived,0,Denim,M,Used,3,10,4,1,needs_reapproval_or_removal,0,5393,221,Tier 4,26.3333,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0905,base,0,allowed_gender_selection
L0905__G_MEN,L0135,synthetic,Zara,Jacket,Men,user_selected,0,Denim,M,Used,3,10,4,1,needs_reapproval_or_removal,0,5393,221,Tier 4,26.3333,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0905,explicit_men_allowed,0,allowed_gender_selection
L0905__G_WOMEN,L0135,synthetic,Zara,Jacket,Women,user_selected,0,Denim,M,Used,3,10,4,1,needs_reapproval_or_removal,0,5393,221,Tier 4,26.3333,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,train,L0905,explicit_women_allowed,0,allowed_gender_selection
L0910,L0029,synthetic,Zara,Jacket,Unisex,category_derived,0,Denim,M,Used,3,7,3,0,active_current_cycle,0,4959,1786,Tier 3,614.4,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,val,L0910,base,0,allowed_gender_selection
L0910__G_MEN,L0029,synthetic,Zara,Jacket,Men,user_selected,0,Denim,M,Used,3,7,3,0,active_current_cycle,0,4959,1786,Tier 3,614.4,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,val,L0910,explicit_men_allowed,0,allowed_gender_selection
L0910__G_WOMEN,L0029,synthetic,Zara,Jacket,Women,user_selected,0,Denim,M,Used,3,7,3,0,active_current_cycle,0,4959,1786,Tier 3,614.4,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,val,L0910,explicit_women_allowed,0,allowed_gender_selection
L0911,L0369,synthetic,Tommy Hilfiger,Shirt,Unisex,category_derived,0,Cotton,M,Used,3,13,4,1,needs_reapproval_or_removal,0,9483,327,Tier 4,18.25,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0911,base,0,allowed_gender_selection
L0911__G_MEN,L0369,synthetic,Tommy Hilfiger,Shirt,Men,user_selected,0,Cotton,M,Used,3,13,4,1,needs_reapproval_or_removal,0,9483,327,Tier 4,18.25,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0911,explicit_men_allowed,0,allowed_gender_selection
L0911__G_WOMEN,L0369,synthetic,Tommy Hilfiger,Shirt,Women,user_selected,0,Cotton,M,Used,3,13,4,1,needs_reapproval_or_removal,0,9483,327,Tier 4,18.25,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0911,explicit_women_allowed,0,allowed_gender_selection
L0913,L0352,synthetic,Vishal Mega Mart,Top,Women,category_derived,0,Polyester,S,Used,3,11,4,1,needs_reapproval_or_removal,0,1311,34,Tier 2,15.0,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0913,base,0,allowed_gender_selection
L0913__G_MEN,L0352,synthetic,Vishal Mega Mart,Top,Men,user_selected,1,Polyester,S,Used,3,11,4,1,needs_reapproval_or_removal,0,1311,34,Tier 2,15.0,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,train,L0913,explicit_men_conflict,1,gender_category_conflict_review
L0914,L0104,synthetic,AND,Dress,Women,category_derived,0,Cotton,M,Used,3,7,3,0,active_current_cycle,0,5695,224,Tier 4,25.3333,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20,train,L0914,base,0,allowed_gender_selection
L0914__G_MEN,L0104,synthetic,AND,Dress,Men,user_selected,1,Cotton,M,Used,3,7,3,0,active_current_cycle,0,5695,224,Tier 4,25.3333,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20,train,L0914,explicit_men_conflict,1,gender_category_conflict_review
L0915,L0315,synthetic,Mufti,Shirt,Unisex,category_derived,0,Cotton,M,Used,3,5,2,0,active_current_cycle,0,5416,364,Tier 4,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4,train,L0915,base,0,allowed_gender_selection
L0915__G_MEN,L0315,synthetic,Mufti,Shirt,Men,user_selected,0,Cotton,M,Used,3,5,2,0,active_current_cycle,0,5416,364,Tier 4,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4,train,L0915,explicit_men_allowed,0,allowed_gender_selection
L0915__G_WOMEN,L0315,synthetic,Mufti,Shirt,Women,user_selected,0,Cotton,M,Used,3,5,2,0,active_current_cycle,0,5416,364,Tier 4,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4,train,L0915,explicit_women_allowed,0,allowed_gender_selection
L0916,L0067,synthetic,Anouk,Saree,Women,category_derived,0,Cotton,XS,Used,3,11,4,1,needs_reapproval_or_removal,0,2237,101,Tier 2,26.25,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,test,L0916,base,0,allowed_gender_selection
L0916__G_MEN,L0067,synthetic,Anouk,Saree,Men,user_selected,1,Cotton,XS,Used,3,11,4,1,needs_reapproval_or_removal,0,2237,101,Tier 2,26.25,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,test,L0916,explicit_men_conflict,1,gender_category_conflict_review
