listing_id,source_listing_id,data_source,brand,category,material,size,condition,age_months,original_price,tier_primary,base_min_pct,base_max_pct,cond_mult,age_mult,cat_mult,mat_mult,target_rule_min,target_rule_max,split_set
L0585,L0122,synthetic,Libas,Kurta,Cotton,L,Used,4,1180,Tier 1,0.05,0.06,0.7,0.9,1,1,40,40,train
L0586,L0045,synthetic,Tommy Hilfiger,Shirt,Cotton,L,Like New,7,6443,Tier 4,0.09,0.11,0.9,0.8,1,1,400,500,train
L0587,L0038,synthetic,Armani,Jacket,Leather,S,Used,11,45527,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,2700,3400,val
L0588,L0283,synthetic,Max Fashion,Jeans,Denim,S,Like New,10,2238,Tier 2,0.06,0.07,0.9,0.8,0.95,1,90,110,train
L0589,L0266,synthetic,Dolce & Gabbana,Dress,Silk,S,New,2,31707,Tier 5,0.11,0.14,1,1,1.05,1.05,3800,4900,train
L0590,L0146,synthetic,Nalli,Saree,Silk,S,Like New,2,7200,Tier 4,0.09,0.11,0.9,1,1.1,1.05,650,800,train
L0591,L0315,synthetic,Mufti,Shirt,Cotton,M,Like New,3,5199,Tier 4,0.09,0.11,0.9,1,1,1,400,500,train
L0592,L0369,synthetic,Tommy Hilfiger,Shirt,Cotton,S,Used,13,9357,Tier 4,0.09,0.11,0.7,0.7,1,1,400,500,test
L0593,L0296,synthetic,Raw Mango,Saree,Silk,M,Used,4,19850,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,1600,2000,train
L0594,L0280,synthetic,Zudio,Jeans,Denim,S,Like New,8,1471,Tier 2,0.06,0.07,0.9,0.8,0.95,1,60,70,train
L0595,L0353,synthetic,Rangriti,Kurta,Cotton,L,New,3,1823,Tier 2,0.06,0.07,1,1,1,1,110,130,train
L0596,L0161,synthetic,Aurelia,Kurta,Cotton,S,Used,11,972,Tier 1,0.05,0.06,0.7,0.7,1,1,20,30,train
L0597,L0055,synthetic,Libas,Kurta,Silk,S,New,3,2014,Tier 2,0.06,0.07,1,1,1,1.05,130,150,train
L0598,L0149,synthetic,Rangriti,Kurta,Cotton,XS,New,3,1231,Tier 2,0.06,0.07,1,1,1,1,70,90,test
L0599,L0296,synthetic,Raw Mango,Saree,Silk,M,Used,4,20291,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,1600,2100,train
L0600,L0255,synthetic,Sabyasachi,Saree,Silk,S,Used,11,28525,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,1800,2300,train
L0601,L0025,synthetic,Flying Machine,Jeans,Denim,L,Used,5,1716,Tier 2,0.06,0.07,0.7,0.9,0.95,1,60,70,train
L0602,L0056,synthetic,Bewakoof,Top,Polyester,S,Used,6,590,Tier 1,0.05,0.06,0.7,0.9,1,1,20,20,train
L0603,L0288,synthetic,HRX,Activewear,Polyester,L,Like New,8,4922,Tier 3,0.07,0.09,0.9,0.8,0.95,1,250,300,val
L0604,L0320,synthetic,Diesel,Jeans,Denim,S,Like New,9,10420,Tier 4,0.09,0.11,0.9,0.8,0.95,1,650,800,train
L0605,L0188,synthetic,Biba,Kurta,Silk,M,Like New,3,1000,Tier 1,0.05,0.06,0.9,1,1,1.05,50,60,val
L0606,L0071,synthetic,Vishal Mega Mart,Kurta,Cotton,L,Like New,9,822,Tier 1,0.05,0.06,0.9,0.8,1,1,30,40,train
L0607,L0260,synthetic,Louis Vuitton,Jacket,Leather,XS,Used,5,30750,Tier 5,0.11,0.14,0.7,0.9,1.05,1.05,2300,3000,train
L0608,L0214,synthetic,Bewakoof,Activewear,Polyester,S,New,5,2079,Tier 2,0.06,0.07,1,0.9,0.95,1,110,120,train
L0609,L0299,synthetic,Gucci,Jacket,Leather,M,Used,8,33515,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,2300,2900,test
L0610,L0017,synthetic,Sabyasachi,Saree,Silk,L,Like New,5,128341,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,13200,16800,val
L0611,L0212,synthetic,Brand Factory,Jacket,Polyester,L,Used,13,3724,Tier 3,0.07,0.09,0.7,0.7,1.05,1,130,170,train
L0612,L0266,synthetic,Dolce & Gabbana,Dress,Silk,S,New,3,28256,Tier 5,0.11,0.14,1,1,1.05,1.05,3400,4400,train
L0613,L0273,synthetic,Fabindia,Kurta,Linen,L,Like New,10,7800,Tier 4,0.09,0.11,0.9,0.8,1,1.03,500,650,train
L0614,L0099,synthetic,W for Woman,Ethnic Wear,Silk,S,Like New,9,1524,Tier 2,0.06,0.07,0.9,0.8,1.1,1.05,80,90,test
L0615,L0361,synthetic,Pantaloons,Top,Cotton,S,Like New,8,4581,Tier 3,0.07,0.09,0.9,0.8,1,1,250,300,train
L0616,L0203,synthetic,Easybuy,Shirt,Polyester,M,New,2,1777,Tier 2,0.06,0.07,1,1,1,1,110,120,train
L0617,L0336,synthetic,Pantaloons,Top,Cotton,M,Like New,9,4787,Tier 3,0.07,0.09,0.9,0.8,1,1,250,300,train
L0618,L0357,synthetic,Aurelia,Kurta,Cotton,L,Like New,1,3377,Tier 3,0.07,0.09,0.9,1,1,1,200,250,val
L0619,L0116,synthetic,Under Armour,Activewear,Polyester,M,New,1,6783,Tier 4,0.09,0.11,1,1,0.95,1,600,700,train
L0620,L0244,synthetic,Nike,Activewear,Polyester,M,Used,8,9576,Tier 4,0.09,0.11,0.7,0.8,0.95,1,450,550,train
L0621,L0046,synthetic,Calvin Klein,Jacket,Denim,M,Used,8,8601,Tier 4,0.09,0.11,0.7,0.8,1.05,1,450,550,train
L0622,L0090,synthetic,Zara,Dress,Linen,S,Like New,6,7887,Tier 4,0.09,0.11,0.9,0.9,1.05,1.03,600,750,train
L0623,L0149,synthetic,Rangriti,Kurta,Cotton,L,New,2,853,Tier 1,0.05,0.06,1,1,1,1,40,50,test
L0624,L0279,synthetic,Style Bazaar,Top,Cotton,M,Like New,4,1137,Tier 1,0.05,0.06,0.9,0.9,1,1,50,60,test
L0625,L0170,synthetic,Indya,Jacket,Denim,S,Used,6,1431,Tier 2,0.06,0.07,0.7,0.9,1.05,1,60,70,train
L0626,L0152,synthetic,American Eagle,Jeans,Denim,L,Like New,8,5318,Tier 4,0.09,0.11,0.9,0.8,0.95,1,350,400,train
L0627,L0264,synthetic,Burberry,Jacket,Cotton,M,Like New,12,24177,Tier 5,0.11,0.14,0.9,0.7,1.05,1,1800,2200,train
L0628,L0128,synthetic,Libas,Kurta,Cotton,S,Like New,5,1058,Tier 1,0.05,0.06,0.9,0.9,1,1,40,50,val
L0629,L0006,synthetic,Louis Vuitton,Jacket,Leather,M,Like New,10,134516,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,11700,14900,train
L0630,L0082,synthetic,Aurelia,Ethnic Wear,Cotton,M,Used,8,1491,Tier 2,0.06,0.07,0.7,0.8,1.1,1,60,60,train
L0631,L0328,synthetic,Vishal Mega Mart,Shirt,Polyester,S,Like New,2,1205,Tier 2,0.06,0.07,0.9,1,1,1,70,80,val
L0632,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Used,12,10695,Tier 4,0.09,0.11,0.7,0.7,1.1,1.05,550,650,train
L0633,L0341,synthetic,Fabindia,Kurta,Linen,M,Used,5,9484,Tier 4,0.09,0.11,0.7,0.9,1,1.03,550,700,train
L0634,L0271,synthetic,Nike,Activewear,Polyester,S,Like New,4,8648,Tier 4,0.09,0.11,0.9,0.9,0.95,1,600,750,train
L0635,L0104,synthetic,AND,Dress,Cotton,M,Like New,4,5744,Tier 4,0.09,0.11,0.9,0.9,1.05,1,450,550,train
L0636,L0251,synthetic,Diesel,Jeans,Denim,M,Like New,9,9845,Tier 4,0.09,0.11,0.9,0.8,0.95,1,600,750,train
L0637,L0234,synthetic,AND,Dress,Linen,M,Like New,5,7905,Tier 4,0.09,0.11,0.9,0.9,1.05,1.03,600,750,train
L0638,L0297,synthetic,Anita Dongre,Lehenga,Silk,S,New,3,20636,Tier 5,0.11,0.14,1,1,1.1,1.05,2600,3300,val
L0639,L0036,synthetic,Jaypore,Saree,Silk,XL,Like New,4,8356,Tier 4,0.09,0.11,0.9,0.9,1.1,1.05,700,850,train
L0640,L0374,synthetic,Louis Vuitton,Jacket,Leather,M,New,2,39223,Tier 5,0.11,0.14,1,1,1.05,1.05,4800,6100,train
L0641,L0350,synthetic,Prada,Dress,Silk,XS,Used,8,29217,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,2000,2500,train
L0642,L0202,synthetic,Zudio,Top,Cotton,M,Like New,8,1371,Tier 2,0.06,0.07,0.9,0.8,1,1,60,70,train
L0643,L0238,synthetic,Nicobar,Kurta,Linen,L,Like New,4,7859,Tier 4,0.09,0.11,0.9,0.9,1,1.03,600,700,val
L0644,L0178,synthetic,Adidas,Activewear,Polyester,S,Like New,4,3862,Tier 3,0.07,0.09,0.9,0.9,0.95,1,200,250,val
L0645,L0315,synthetic,Mufti,Shirt,Cotton,M,New,1,4491,Tier 3,0.07,0.09,1,1,1,1,300,400,train
L0646,L0361,synthetic,Pantaloons,Top,Cotton,M,Like New,8,4516,Tier 3,0.07,0.09,0.9,0.8,1,1,250,300,train
L0647,L0345,synthetic,Diesel,Jeans,Denim,M,New,2,13181,Tier 4,0.09,0.11,1,1,0.95,1,1100,1400,train
L0648,L0032,synthetic,Uniqlo,Jacket,Polyester,M,Like New,7,2337,Tier 2,0.06,0.07,0.9,0.8,1.05,1,110,120,train
L0649,L0025,synthetic,Flying Machine,Jeans,Denim,XL,Used,8,1639,Tier 2,0.06,0.07,0.7,0.8,0.95,1,50,60,train
L0650,L0276,synthetic,Easybuy,Shirt,Cotton,M,Like New,5,1610,Tier 2,0.06,0.07,0.9,0.9,1,1,80,90,train
L0651,L0030,synthetic,H&M,Dress,Cotton,S,Used,10,1040,Tier 1,0.05,0.06,0.7,0.8,1.05,1,30,40,train
L0652,L0170,synthetic,Indya,Jacket,Denim,S,Used,6,1146,Tier 1,0.05,0.06,0.7,0.9,1.05,1,40,50,train
L0653,L0194,synthetic,Highlander,Shirt,Cotton,M,Like New,5,836,Tier 1,0.05,0.06,0.9,0.9,1,1,30,40,train
L0654,L0112,synthetic,Zudio,Shirt,Cotton,M,New,5,380,Tier 1,0.05,0.06,1,0.9,1,1,20,20,train
L0655,L0061,synthetic,Gucci,Jacket,Leather,M,Used,10,113460,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,7700,9800,train
L0656,L0123,synthetic,Sabyasachi,Lehenga,Silk,L,Used,12,52305,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,3300,4100,train
L0657,L0263,synthetic,Versace,Dress,Silk,XL,Like New,1,31176,Tier 5,0.11,0.14,0.9,1,1.05,1.05,3400,4300,train
L0658,L0161,synthetic,Aurelia,Kurta,Cotton,S,Like New,10,1169,Tier 1,0.05,0.06,0.9,0.8,1,1,40,50,train
L0659,L0300,synthetic,Prada,Dress,Silk,S,New,2,27056,Tier 5,0.11,0.14,1,1,1.05,1.05,3300,4200,train
L0660,L0126,synthetic,Reliance Trends,Top,Cotton,S,Like New,9,774,Tier 1,0.05,0.06,0.9,0.8,1,1,30,30,train
L0661,L0252,synthetic,Superdry,Jacket,Polyester,M,Used,9,9720,Tier 4,0.09,0.11,0.7,0.8,1.05,1,500,650,train
L0662,L0278,synthetic,Rangriti,Kurta,Cotton,L,Used,11,1949,Tier 2,0.06,0.07,0.7,0.7,1,1,60,70,val
L0663,L0004,synthetic,Gucci,Jacket,Leather,S,Used,5,55697,Tier 5,0.11,0.14,0.7,0.9,1.05,1.05,4300,5400,train
L0664,L0259,synthetic,Gucci,Jacket,Leather,L,Like New,1,31801,Tier 5,0.11,0.14,0.9,1,1.05,1.05,3500,4400,test
L0665,L0009,synthetic,Roadster,Jeans,Denim,XL,Like New,4,888,Tier 1,0.05,0.06,0.9,0.9,0.95,1,30,40,test
L0666,L0092,synthetic,Highlander,Top,Cotton,XL,New,1,551,Tier 1,0.05,0.06,1,1,1,1,30,30,train
L0667,L0137,synthetic,Forever 21,Dress,Polyester,L,New,2,1313,Tier 2,0.06,0.07,1,1,1.05,1,80,100,val
L0668,L0116,synthetic,Under Armour,Activewear,Polyester,M,Used,7,7395,Tier 4,0.09,0.11,0.7,0.8,0.95,1,350,450,train
L0669,L0048,synthetic,Puma,Activewear,Polyester,M,Used,8,2608,Tier 3,0.07,0.09,0.7,0.8,0.95,1,100,120,val
L0670,L0043,synthetic,Manish Malhotra,Ethnic Wear,Silk,M,Used,9,77554,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,5500,7000,train
L0671,L0271,synthetic,Nike,Activewear,Polyester,M,Like New,5,10136,Tier 4,0.09,0.11,0.9,0.9,0.95,1,700,850,train
L0672,L0144,synthetic,Soch,Ethnic Wear,Silk,XS,Like New,7,1761,Tier 2,0.06,0.07,0.9,0.8,1.1,1.05,90,100,train
L0673,L0301,synthetic,Easybuy,Top,Cotton,S,Used,8,1286,Tier 2,0.06,0.07,0.7,0.8,1,1,40,50,train
L0674,L0289,synthetic,Flying Machine,Jeans,Denim,M,Used,6,5217,Tier 4,0.09,0.11,0.7,0.9,0.95,1,300,350,test
L0675,L0072,synthetic,Zudio,Shirt,Cotton,L,Like New,3,388,Tier 1,0.05,0.06,0.9,1,1,1,20,20,train
L0676,L0039,synthetic,W for Woman,Saree,Silk,M,Used,6,2645,Tier 3,0.07,0.09,0.7,0.9,1.1,1.05,130,170,test
L0677,L0231,synthetic,Nalli,Saree,Silk,L,New,1,9323,Tier 4,0.09,0.11,1,1,1.1,1.05,950,1200,train
L0678,L0339,synthetic,Flying Machine,Jeans,Denim,M,Used,15,5477,Tier 4,0.09,0.11,0.7,0.7,0.95,1,250,300,test
L0679,L0195,synthetic,Moda Rapido,Dress,Polyester,M,Used,10,1193,Tier 1,0.05,0.06,0.7,0.8,1.05,1,40,40,train
L0680,L0158,synthetic,Fabindia,Ethnic Wear,Silk,XS,Used,12,1971,Tier 2,0.06,0.07,0.7,0.7,1.1,1.05,70,80,val
L0681,L0286,synthetic,Pantaloons,Top,Cotton,S,Like New,6,3349,Tier 3,0.07,0.09,0.9,0.9,1,1,190,250,train
L0682,L0007,synthetic,Zara,Dress,Linen,L,Like New,3,10756,Tier 4,0.09,0.11,0.9,1,1.05,1.03,950,1200,val
L0683,L0087,synthetic,Mufti,Shirt,Linen,M,Used,10,3343,Tier 3,0.07,0.09,0.7,0.8,1,1.03,130,170,val
L0684,L0142,synthetic,Louis Vuitton,Shirt,Linen,XS,Used,6,68913,Tier 5,0.11,0.14,0.7,0.9,1,1.03,4900,6300,train
L0685,L0254,synthetic,Anita Dongre,Lehenga,Silk,M,Like New,4,20165,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,2100,2600,train
L0686,L0171,synthetic,Pantaloons,Jeans,Denim,XL,Like New,13,1121,Tier 1,0.05,0.06,0.9,0.7,0.95,1,30,40,train
L0687,L0309,synthetic,Max Fashion,Jeans,Denim,M,Like New,8,3088,Tier 3,0.07,0.09,0.9,0.8,0.95,1,150,190,test
L0688,L0252,synthetic,Superdry,Jacket,Polyester,M,Like New,6,11555,Tier 4,0.09,0.11,0.9,0.9,1.05,1,900,1100,train
L0689,L0103,synthetic,Soch,Ethnic Wear,Cotton,XS,Used,11,946,Tier 1,0.05,0.06,0.7,0.7,1.1,1,30,30,train
L0690,L0363,synthetic,HRX,Activewear,Polyester,L,Like New,6,5869,Tier 4,0.09,0.11,0.9,0.9,0.95,1,400,500,train
L0691,L0210,synthetic,Max Fashion,Jeans,Denim,M,Used,6,2056,Tier 2,0.06,0.07,0.7,0.9,0.95,1,70,90,train
L0692,L0038,synthetic,Armani,Jacket,Leather,S,Used,13,44923,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,2700,3400,val
L0693,L0185,synthetic,Reebok,Activewear,Polyester,L,Used,7,3004,Tier 3,0.07,0.09,0.7,0.8,0.95,1,110,140,train
L0694,L0337,synthetic,Roadster,Jeans,Denim,L,Like New,2,4154,Tier 3,0.07,0.09,0.9,1,0.95,1,250,300,val
L0695,L0205,synthetic,Rangriti,Kurta,Cotton,S,Used,10,1537,Tier 2,0.06,0.07,0.7,0.8,1,1,50,60,train
L0696,L0266,synthetic,Dolce & Gabbana,Dress,Silk,S,Used,6,28010,Tier 5,0.11,0.14,0.7,0.9,1.05,1.05,2100,2700,train
L0697,L0013,synthetic,GAP,Jeans,Denim,L,Used,11,6837,Tier 4,0.09,0.11,0.7,0.7,0.95,1,300,350,train
L0698,L0073,synthetic,Under Armour,Activewear,Polyester,M,New,3,6550,Tier 4,0.09,0.11,1,1,0.95,1,550,700,train
L0699,L0154,synthetic,Manish Malhotra,Lehenga,Silk,M,Used,11,88741,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,5500,7000,train
L0700,L0125,synthetic,Max Fashion,Jeans,Denim,M,Like New,5,1079,Tier 1,0.05,0.06,0.9,0.9,0.95,1,40,50,train
L0701,L0095,synthetic,Neeru's,Ethnic Wear,Silk,M,Used,10,13317,Tier 4,0.09,0.11,0.7,0.8,1.1,1.05,800,950,train
L0702,L0220,synthetic,Anouk,Kurta,Cotton,M,Used,10,3790,Tier 3,0.07,0.09,0.7,0.8,1,1,150,190,train
L0703,L0275,synthetic,Reliance Trends,Top,Cotton,S,Like New,8,1780,Tier 2,0.06,0.07,0.9,0.8,1,1,80,90,train
L0704,L0328,synthetic,Vishal Mega Mart,Shirt,Polyester,S,Like New,3,1372,Tier 2,0.06,0.07,0.9,1,1,1,70,90,val
L0705,L0317,synthetic,Mango,Dress,Linen,M,Used,9,9123,Tier 4,0.09,0.11,0.7,0.8,1.05,1.03,500,600,val
L0706,L0161,synthetic,Aurelia,Kurta,Cotton,S,Like New,8,986,Tier 1,0.05,0.06,0.9,0.8,1,1,40,40,train
L0707,L0215,synthetic,Highlander,Jeans,Denim,L,Used,11,2196,Tier 2,0.06,0.07,0.7,0.7,0.95,1,60,70,train
L0708,L0251,synthetic,Diesel,Jeans,Denim,M,Like New,6,11019,Tier 4,0.09,0.11,0.9,0.9,0.95,1,750,950,train
L0709,L0005,synthetic,Rangriti,Kurta,Cotton,S,Like New,1,1281,Tier 2,0.06,0.07,0.9,1,1,1,70,80,train
L0710,L0252,synthetic,Superdry,Jacket,Polyester,M,Used,10,9714,Tier 4,0.09,0.11,0.7,0.8,1.05,1,500,650,train
L0711,L0141,synthetic,Highlander,Top,Cotton,XL,New,2,616,Tier 1,0.05,0.06,1,1,1,1,30,40,train
L0712,L0058,synthetic,Roadster,Shirt,Cotton,M,Like New,3,1332,Tier 2,0.06,0.07,0.9,1,1,1,70,80,val
L0713,L0226,synthetic,Mufti,Shirt,Cotton,M,Used,11,5521,Tier 4,0.09,0.11,0.7,0.7,1,1,250,300,train
L0714,L0231,synthetic,Nalli,Saree,Silk,L,Used,5,9486,Tier 4,0.09,0.11,0.7,0.9,1.1,1.05,600,750,train
L0715,L0122,synthetic,Libas,Kurta,Cotton,M,Used,7,1169,Tier 1,0.05,0.06,0.7,0.8,1,1,30,40,train
L0716,L0072,synthetic,Zudio,Shirt,Cotton,M,Like New,5,389,Tier 1,0.05,0.06,0.9,0.9,1,1,20,20,train
L0717,L0166,synthetic,Indya,Jacket,Denim,S,Used,9,1774,Tier 2,0.06,0.07,0.7,0.8,1.05,1,60,70,train
L0718,L0211,synthetic,Reliance Trends,Shirt,Cotton,S,Used,6,2848,Tier 3,0.07,0.09,0.7,0.9,1,1,130,160,train
L0719,L0365,synthetic,Mufti,Shirt,Cotton,S,Used,9,5950,Tier 4,0.09,0.11,0.7,0.8,1,1,300,350,train
L0720,L0193,synthetic,Anita Dongre,Saree,Silk,M,Used,6,65255,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,5200,6600,train
L0721,L0189,synthetic,W for Woman,Ethnic Wear,Cotton,S,Like New,8,961,Tier 1,0.05,0.06,0.9,0.8,1.1,1,40,50,test
L0722,L0375,synthetic,Burberry,Jacket,Cotton,S,Like New,9,27656,Tier 5,0.11,0.14,0.9,0.8,1.05,1,2300,2900,train
L0723,L0109,synthetic,Zudio,Top,Cotton,S,Used,4,580,Tier 1,0.05,0.06,0.7,0.9,1,1,20,20,test
L0724,L0350,synthetic,Prada,Dress,Silk,S,Like New,7,32750,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,2900,3600,train
L0725,L0081,synthetic,FBB,Kurta,Cotton,M,Used,7,1013,Tier 1,0.05,0.06,0.7,0.8,1,1,30,30,train
L0726,L0333,synthetic,Libas,Kurta,Cotton,S,Used,14,2838,Tier 3,0.07,0.09,0.7,0.7,1,1,100,130,train
L0727,L0341,synthetic,Fabindia,Kurta,Linen,M,New,1,8181,Tier 4,0.09,0.11,1,1,1,1.03,750,950,train
L0728,L0047,synthetic,Red Tape,Shirt,Linen,S,New,1,754,Tier 1,0.05,0.06,1,1,1,1.03,40,50,val
L0729,L0217,synthetic,Biba,Ethnic Wear,Silk,M,New,3,4917,Tier 3,0.07,0.09,1,1,1.1,1.05,400,500,val
L0730,L0071,synthetic,Vishal Mega Mart,Kurta,Cotton,L,Used,9,692,Tier 1,0.05,0.06,0.7,0.8,1,1,20,20,train
L0731,L0005,synthetic,Rangriti,Kurta,Cotton,S,New,1,1160,Tier 1,0.05,0.06,1,1,1,1,60,70,train
L0732,L0316,synthetic,Fabindia,Kurta,Linen,S,Used,13,9201,Tier 4,0.09,0.11,0.7,0.7,1,1.03,400,500,train
L0733,L0058,synthetic,Roadster,Shirt,Cotton,M,Used,6,1169,Tier 1,0.05,0.06,0.7,0.9,1,1,40,40,val
L0734,L0163,synthetic,UCB,Shirt,Cotton,S,Used,9,3490,Tier 3,0.07,0.09,0.7,0.8,1,1,140,180,train
L0735,L0038,synthetic,Armani,Jacket,Leather,S,Like New,9,42652,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,3700,4700,val
L0736,L0204,synthetic,Vishal Mega Mart,Jeans,Denim,S,Like New,11,1566,Tier 2,0.06,0.07,0.9,0.7,0.95,1,60,70,train
L0737,L0275,synthetic,Reliance Trends,Top,Cotton,S,Like New,7,1917,Tier 2,0.06,0.07,0.9,0.8,1,1,80,100,train
L0738,L0080,synthetic,Anita Dongre,Ethnic Wear,Silk,S,Used,11,21177,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,1300,1700,train
L0739,L0224,synthetic,HRX,Activewear,Polyester,S,Like New,6,4491,Tier 3,0.07,0.09,0.9,0.9,0.95,1,250,300,train
L0740,L0029,synthetic,Zara,Jacket,Denim,M,Like New,11,4556,Tier 3,0.07,0.09,0.9,0.7,1.05,1,200,250,test
L0741,L0360,synthetic,Reliance Trends,Shirt,Cotton,XL,New,2,3099,Tier 3,0.07,0.09,1,1,1,1,200,300,train
L0742,L0086,synthetic,Flying Machine,Jeans,Denim,L,Like New,12,3020,Tier 3,0.07,0.09,0.9,0.7,0.95,1,130,160,train
L0743,L0016,synthetic,HRX,Activewear,Polyester,XS,Like New,4,831,Tier 1,0.05,0.06,0.9,0.9,0.95,1,30,40,train
L0744,L0262,synthetic,Armani,Shirt,Linen,M,Like New,7,19426,Tier 5,0.11,0.14,0.9,0.8,1,1.03,1600,2000,train
L0745,L0294,synthetic,Nike,Activewear,Polyester,M,New,1,10174,Tier 4,0.09,0.11,1,1,0.95,1,850,1100,train
L0746,L0126,synthetic,Reliance Trends,Top,Cotton,S,Like New,6,699,Tier 1,0.05,0.06,0.9,0.9,1,1,30,30,train
L0747,L0284,synthetic,Reliance Trends,Shirt,Cotton,XL,New,3,2589,Tier 3,0.07,0.09,1,1,1,1,180,250,train
L0748,L0293,synthetic,GAP,Jeans,Denim,L,Like New,10,7333,Tier 4,0.09,0.11,0.9,0.8,0.95,1,450,550,train
L0749,L0024,synthetic,Anouk,Saree,Silk,L,New,4,2240,Tier 2,0.06,0.07,1,0.9,1.1,1.05,140,160,train
L0750,L0284,synthetic,Reliance Trends,Shirt,Cotton,M,Like New,4,2723,Tier 3,0.07,0.09,0.9,0.9,1,1,150,200,train
L0751,L0125,synthetic,Max Fashion,Jeans,Denim,M,New,5,1298,Tier 2,0.06,0.07,1,0.9,0.95,1,70,80,train
L0752,L0280,synthetic,Zudio,Jeans,Denim,S,Like New,7,1529,Tier 2,0.06,0.07,0.9,0.8,0.95,1,60,70,train
L0753,L0178,synthetic,Adidas,Activewear,Polyester,S,Like New,8,4139,Tier 3,0.07,0.09,0.9,0.8,0.95,1,200,250,val
L0754,L0373,synthetic,Tarun Tahiliani,Lehenga,Silk,S,Used,11,27385,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,1700,2200,train
L0755,L0073,synthetic,Under Armour,Activewear,Polyester,M,New,1,6597,Tier 4,0.09,0.11,1,1,0.95,1,550,700,train
L0756,L0235,synthetic,Label Ritu Kumar,Ethnic Wear,Silk,L,Like New,9,10993,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,800,1000,train
L0757,L0223,synthetic,Roadster,Jeans,Denim,M,Like New,5,3954,Tier 3,0.07,0.09,0.9,0.9,0.95,1,200,250,train
L0758,L0359,synthetic,Max Fashion,Jeans,Denim,S,Like New,6,2609,Tier 3,0.07,0.09,0.9,0.9,0.95,1,140,180,test
L0759,L0056,synthetic,Bewakoof,Top,Polyester,S,Like New,5,478,Tier 1,0.05,0.06,0.9,0.9,1,1,20,20,train
L0760,L0107,synthetic,Zara,Dress,Linen,L,New,3,9123,Tier 4,0.09,0.11,1,1,1.05,1.03,900,1100,val
L0761,L0361,synthetic,Pantaloons,Top,Cotton,S,New,3,5174,Tier 4,0.09,0.11,1,1,1,1,450,550,train
L0762,L0183,synthetic,Gucci,Jacket,Leather,M,Used,4,114029,Tier 5,0.11,0.14,0.7,0.9,1.05,1.05,8700,11100,train
L0763,L0232,synthetic,Neeru's,Lehenga,Silk,M,Like New,6,11052,Tier 4,0.09,0.11,0.9,0.9,1.1,1.05,950,1100,train
L0764,L0114,synthetic,GAP,Jeans,Denim,L,Used,15,6391,Tier 4,0.09,0.11,0.7,0.7,0.95,1,250,350,train
L0765,L0039,synthetic,W for Woman,Saree,Silk,M,New,1,2689,Tier 3,0.07,0.09,1,1,1.1,1.05,200,300,test
L0766,L0170,synthetic,Indya,Jacket,Denim,S,Like New,6,1524,Tier 2,0.06,0.07,0.9,0.9,1.05,1,80,90,train
L0767,L0196,synthetic,Bewakoof,Top,Cotton,S,New,1,1127,Tier 1,0.05,0.06,1,1,1,1,60,70,train
L0768,L0077,synthetic,AND,Dress,Cotton,M,Used,7,5382,Tier 4,0.09,0.11,0.7,0.8,1.05,1,300,350,val
L0769,L0144,synthetic,Soch,Ethnic Wear,Silk,S,Like New,5,1738,Tier 2,0.06,0.07,0.9,0.9,1.1,1.05,100,110,train
L0770,L0366,synthetic,Fabindia,Kurta,Linen,M,Used,7,8756,Tier 4,0.09,0.11,0.7,0.8,1,1.03,450,550,train
L0771,L0093,synthetic,Prada,Dress,Silk,M,Used,10,84699,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,5800,7300,train
L0772,L0272,synthetic,Levi's,Jeans,Denim,M,New,4,9144,Tier 4,0.09,0.11,1,0.9,0.95,1,700,850,train
L0773,L0124,synthetic,Gucci,Jacket,Leather,S,Used,5,66897,Tier 5,0.11,0.14,0.7,0.9,1.05,1.05,5100,6500,train
L0774,L0295,synthetic,Tommy Hilfiger,Shirt,Cotton,XL,Like New,6,10903,Tier 4,0.09,0.11,0.9,0.9,1,1,800,950,train
L0775,L0304,synthetic,Style Bazaar,Top,Cotton,L,Used,9,1404,Tier 2,0.06,0.07,0.7,0.8,1,1,50,60,train
L0776,L0291,synthetic,Fabindia,Kurta,Linen,M,Like New,7,8626,Tier 4,0.09,0.11,0.9,0.8,1,1.03,600,700,train
